law_source,law_text,law_number,law_year
c.p.,"  Chiunque fabbrica, acquista, detiene o aliena filigrane, programmi e dati informatici o strumenti destinati ... alla contraffazione o alterazione di monete, di valori di bollo o di carta filigranata è punito, se il fatto non costituisce un più grave reato, con la reclusione da uno a cinque anni e con la multa da lire mille a cinquemila.  La stessa pena si applica se le condotte previste dal primo comma hanno ad oggetto ologrammi o altri componenti della moneta destinati ad assicurarne la protezione contro la contraffazione o l'alterazione.  (181) -------------AGGIORNAMENTO (181) Il D.Lgs. 24 giugno 1998, n. 213, come modificato dal D.L. 25 settembre 2001, n. 350, convertito, con modificazioni, dalla L. 23 novembre 2001, n. 409, ha disposto (con l'art. 52-quater, comma 3) che per il delitto previsto dal presente articolo, se commesso entro il 1 gennaio 2002, la pena stabilita è diminuita di un terzo, salvo che, nei casi di falsificazione, il colpevole abbia posto in circolazione le monete o i valori di bollo successivamente a tale data. ",art. 461,
c.p.,"  Chiunque contraffà o altera biglietti di strade ferrate o di altre pubbliche imprese di trasporto, ovvero, non essendo concorso nella contraffazione o nell'alterazione, acquista o detiene al fine di metterli in circolazione, o mette in circolazione tali biglietti contraffatti o alterati, è punito con la reclusione fino a un anno e con la multa da lire cento a duemila. ",art. 462,
c.p.,"  Non è punibile chi, avendo commesso alcuno dei fatti preveduti dagli articoli precedenti, riesce, prima che l'Autorità ne abbia notizia, a impedire la contraffazione, l'alterazione, la fabbricazione o la circolazione delle cose indicate negli articoli stessi. ",art. 463,
c.p.,"  Chiunque, non essendo concorso nella contraffazione o nell'alterazione, fa uso di biglietti di strade ferrate o di altre pubbliche imprese di trasporto, contraffatti o alterati, è punito con la sanzione amministrativa pecuniaria da lire duecentomila a un milione duecentomila.  Se i biglietti sono stati ricevuti in buona fede, si applica la sanzione amministrativa pecuniaria da lire centomila a seicentomila. ",art. 465,
c.p.,"  Chiunque cancella o fa in qualsiasi modo scomparire, da valori di bollo o da biglietti di strade ferrate o di altre pubbliche imprese di trasporto, i segni appostivi per indicare l'uso già fattone, è punito, qualora ne faccia uso o lasci che altri ne faccia uso, con la sanzione amministrativa pecuniaria da lire duecentomila a un milione duecentomila. Alla stessa sanzione soggiace chi, senza essere concorso nell'alterazione, fa uso dei valori di bollo o dei biglietti alterati. Se le cose sono state ricevute in buona fede, si applica la sanzione amministrativa pecuniaria da lire centomila a seicentomila.  (17) -----------AGGIORNAMENTO (17) Il D.P.R. 25 giugno 1953, n. 492 ha disposto (con l'art. 40, comma 2) che ""Le pene stabilite dall'art. 466 del Codice penale si applicano anche a chi detiene per lo smercio ovvero usa o smercia carta bollata, marche o altri valori di bollo precedentemente usati"".  Ha inoltre disposto (con l'art. 51, comma 1) che la presente modifica ha effetto dal 1 agosto 1953. ",art. 466,
c.p.,". Nel caso di condanna o di applicazione di pena su richiesta delle parti, a norma dell'articolo 444 del codice di procedura penale, per uno dei delitti di cui agli articoli 453, 454, 455, 460 e 461 è sempre ordinata la confisca delle cose che servirono o furono destinate a commettere il reato e delle cose che ne sono il prodotto, il prezzo o il profitto, salvo che appartengano a persona estranea al reato, ovvero quando essa non è possibile dei beni di cui il condannato ha comunque la disponibilità, per un valore corrispondente al profitto, al prodotto o al prezzo del reato. Si applica il terzo comma dell'articolo 322-ter.",art. 466 bis,
c.p.,"  Chiunque cancella o fa in qualsiasi modo scomparire, da valori di bollo o da biglietti di strade ferrate o di altre pubbliche imprese di trasporto, i segni appostivi per indicare l'uso già fattone, è punito, qualora ne faccia uso o lasci che altri ne faccia uso, con la sanzione amministrativa pecuniaria da lire duecentomila a un milione duecentomila. Alla stessa sanzione soggiace chi, senza essere concorso nell'alterazione, fa uso dei valori di bollo o dei biglietti alterati. Se le cose sono state ricevute in buona fede, si applica la sanzione amministrativa pecuniaria da lire centomila a seicentomila.  (17) -----------AGGIORNAMENTO (17) Il D.P.R. 25 giugno 1953, n. 492 ha disposto (con l'art. 40, comma 2) che ""Le pene stabilite dall'art. 466 del Codice penale si applicano anche a chi detiene per lo smercio ovvero usa o smercia carta bollata, marche o altri valori di bollo precedentemente usati"".  Ha inoltre disposto (con l'art. 51, comma 1) che la presente modifica ha effetto dal 1 agosto 1953. ",art. 467,
c.p.,"  Chiunque contraffà il sigillo di un ente pubblico o di un pubblico ufficio, ovvero, non essendo concorso nella contraffazione, fa uso di tale sigillo contraffatto, è punito con la reclusione da uno a cinque anni e con la multa da lire mille a diecimila.  La stessa pena si applica a chi contraffà altri strumenti destinati a pubblica autenticazione o certificazione, ovvero, senza essere concorso nella contraffazione, fa uso di tali strumenti. 16---------------AGGIORNAMENTO (16) Il D.P.R. 5 febbraio 1953, n. 39 ha disposto (con l'art. 36, comma 1) che ""Le disposizioni del libro II, titolo VII, capo II, del Codice penale sono estese alla contraffazione dei contrassegni indicati nel presente Testo Unico, all'uso e messa in vendita e detenzione dei contrassegni contraffatti ed alla detenzione degli strumenti destinati alla contraffazione"". ",art. 468,
c.p.,"  Chiunque contraffà il sigillo dello Stato, destinato a essere apposto sugli atti del Governo, ovvero, non essendo concorso nella contraffazione, fa uso di tale sigillo da altri contraffatto, è punito con la reclusione da tre a sei anni e con la multa da lire mille a ventimila. 16---------------AGGIORNAMENTO (16) Il D.P.R. 5 febbraio 1953, n. 39 ha disposto (con l'art. 36, comma 1) che ""Le disposizioni del libro II, titolo VII, capo II, del Codice penale sono estese alla contraffazione dei contrassegni indicati nel presente Testo Unico, all'uso e messa in vendita e detenzione dei contrassegni contraffatti ed alla detenzione degli strumenti destinati alla contraffazione"". ",art. 469,
c.p.,". Nel caso di condanna o di applicazione di pena su richiesta delle parti, a norma dell'articolo 444 del codice di procedura penale, per uno dei delitti di cui agli articoli 453, 454, 455, 460 e 461 è sempre ordinata la confisca delle cose che servirono o furono destinate a commettere il reato e delle cose che ne sono il prodotto, il prezzo o il profitto, salvo che appartengano a persona estranea al reato, ovvero quando essa non è possibile dei beni di cui il condannato ha comunque la disponibilità, per un valore corrispondente al profitto, al prodotto o al prezzo del reato. Si applica il terzo comma dell'articolo 322-ter.",art. 470,
c.p.,"  Chiunque, essendosi procurati i veri sigilli o i veri strumenti destinati a pubblica autenticazione o certificazione, ne fa uso a danno altrui, o a profitto di sé o di altri, è punito con la reclusione fino a tre anni e con la multa fino a lire tremila. 16---------------AGGIORNAMENTO (16) Il D.P.R. 5 febbraio 1953, n. 39 ha disposto (con l'art. 36, comma 1) che ""Le disposizioni del libro II, titolo VII, capo II, del Codice penale sono estese alla contraffazione dei contrassegni indicati nel presente Testo Unico, all'uso e messa in vendita e detenzione dei contrassegni contraffatti ed alla detenzione degli strumenti destinati alla contraffazione"". ",art. 471,
c.p.,"  Chiunque fa uso, a danno altrui, di misure o di pesi con l'impronta legale contraffatta o alterata, o comunque alterati, è punito con la reclusione fino a sei mesi o con la multa fino a lire cinquemila.  La stessa pena si applica a chi nell'esercizio di una attività commerciale, ovvero in uno spaccio aperto al pubblico, detiene misure o pesi con l'impronta legale contraffatta o alterata, ovvero comunque alterati.  Agli effetti della legge penale, nella denominazione di misure o di pesi è compreso qualsiasi strumento per misurare o pesare. 16---------------AGGIORNAMENTO (16) Il D.P.R. 5 febbraio 1953, n. 39 ha disposto (con l'art. 36, comma 1) che ""Le disposizioni del libro II, titolo VII, capo II, del Codice penale sono estese alla contraffazione dei contrassegni indicati nel presente Testo Unico, all'uso e messa in vendita e detenzione dei contrassegni contraffatti ed alla detenzione degli strumenti destinati alla contraffazione"". ",art. 472,
c.p.,"  Chiunque, essendosi procurati i veri sigilli o i veri strumenti destinati a pubblica autenticazione o certificazione, ne fa uso a danno altrui, o a profitto di sé o di altri, è punito con la reclusione fino a tre anni e con la multa fino a lire tremila. 16---------------AGGIORNAMENTO (16) Il D.P.R. 5 febbraio 1953, n. 39 ha disposto (con l'art. 36, comma 1) che ""Le disposizioni del libro II, titolo VII, capo II, del Codice penale sono estese alla contraffazione dei contrassegni indicati nel presente Testo Unico, all'uso e messa in vendita e detenzione dei contrassegni contraffatti ed alla detenzione degli strumenti destinati alla contraffazione"". ",art. 473,
c.p.,". Fuori dei casi di concorso nei reati previsti dall'articolo 473, chiunque introduce nel territorio dello Stato, al fine di trarne profitto, prodotti industriali con marchi o altri segni distintivi, nazionali o esteri, contraffatti o alterati è punito con la reclusione da uno a quattro anni e con la multa da euro 3.500 a euro 35.000.  Fuori dei casi di concorso nella contraffazione, alterazione, introduzione nel territorio dello Stato, chiunque detiene per la vendita, pone in vendita o mette altrimenti in circolazione, al fine di trarne profitto, i prodotti di cui al primo comma è punito con la reclusione fino a due anni e con la multa fino a euro 20.000.  I delitti previsti dai commi primo e secondo sono punibili a condizione che siano state osservate le norme delle leggi interne, dei regolamenti comunitari e delle convenzioni internazionali sulla tutela della proprietà intellettuale o industriale. ---------------AGGIORNAMENTO (16) Il D.P.R. 5 febbraio 1953, n. 39 ha disposto (con l'art. 36, comma 1) che ""Le disposizioni del libro II, titolo VII, capo II, del Codice penale sono estese alla contraffazione dei contrassegni indicati nel presente Testo Unico, all'uso e messa in vendita e detenzione dei contrassegni contraffatti ed alla detenzione degli strumenti destinati alla contraffazione"". ",art. 474,
c.p.,". Nei casi di cui agli articoli 473 e 474 è sempre ordinata, salvi i diritti della persona offesa alle restituzioni e al risarcimento del danno, la confisca delle cose che servirono o furono destinate a commettere il reato e delle cose che ne sono l'oggetto, il prodotto, il prezzo o il profitto, a chiunque appartenenti.  Quando non è possibile eseguire il provvedimento di cui al primo comma, il giudice ordina la confisca di beni di cui il reo ha la disponibilità per un valore corrispondente al profitto. Si applica il terzo comma dell'articolo 322-ter.  Si applicano le disposizioni dell'articolo 240, commi terzo e quarto, se si tratta di cose che servirono o furono destinate a commettere il reato, ovvero che ne sono l'oggetto, il prodotto, il prezzo o il profitto, appartenenti a persona estranea al reato medesimo, qualora questa dimostri di non averne potuto prevedere l'illecito impiego, anche occasionale, o l'illecita provenienza e di non essere incorsa in un difetto di vigilanza.  Le disposizioni del presente articolo si osservano anche nel caso di applicazione della pena su richiesta delle parti a norma del titolo II del libro sesto del codice di procedura penale.",art. 474 bis,
c.p.,". Le pene previste dagli articoli 473 e 474 sono diminuite dalla metà a due terzi nei confronti del colpevole che si adopera per aiutare concretamente l'autorità di polizia o l'autorità giudiziaria nell'azione di contrasto dei delitti di cui ai predetti articoli 473 e 474, nonché nella raccolta di elementi decisivi per la ricostruzione dei fatti e per l'individuazione o la cattura dei concorrenti negli stessi, ovvero per la individuazione degli strumenti occorrenti per la commissione dei delitti medesimi o dei profitti da essi derivanti. ",art. 474 quater,
c.p.,"  La condanna per alcuno dei delitti preveduti dai due articoli precedenti importa la pubblicazione della sentenza. 16---------------AGGIORNAMENTO (16) Il D.P.R. 5 febbraio 1953, n. 39 ha disposto (con l'art. 36, comma 1) che ""Le disposizioni del libro II, titolo VII, capo II, del Codice penale sono estese alla contraffazione dei contrassegni indicati nel presente Testo Unico, all'uso e messa in vendita e detenzione dei contrassegni contraffatti ed alla detenzione degli strumenti destinati alla contraffazione"". ",art. 475,
c.p.,"  Il pubblico ufficiale, che, nell'esercizio delle sue funzioni, forma, in tutto o in parte, un atto falso o altera un atto vero, è punito con la reclusione da uno a sei anni.  Se la falsità concerne un atto o parte di un atto, che faccia fede fino a querela di falso, la reclusione è da tre a dieci anni. 91--------------AGGIORNAMENTO (91) Il D.P.R. 18 dicembre 1981, n. 744 ha disposto (con l'art. 1, comma 1, lettera d)) che ""È concessa amnistia:  [...]  d) per il reato previsto dall'art. 476 in relazione agli articoli 491 e 482 del codice penale limitatamente alla falsità in cambiale o in altro titolo di credito trasmissibile per girata o al portatore"".Ha inoltre disposto (con l'art. 11, comma 1) che l'amnistia ha efficacia per i reati commessi fino a tutto il giorno 31 agosto 1981. ",art. 476,
c.p.,"  La condanna per alcuno dei delitti preveduti dai due articoli precedenti importa la pubblicazione della sentenza. 16---------------AGGIORNAMENTO (16) Il D.P.R. 5 febbraio 1953, n. 39 ha disposto (con l'art. 36, comma 1) che ""Le disposizioni del libro II, titolo VII, capo II, del Codice penale sono estese alla contraffazione dei contrassegni indicati nel presente Testo Unico, all'uso e messa in vendita e detenzione dei contrassegni contraffatti ed alla detenzione degli strumenti destinati alla contraffazione"". ",art. 477,
c.p.,"  Il pubblico ufficiale, che, nell'esercizio delle sue funzioni, supponendo esistente un atto pubblico o privato, ne simula una copia e la rilascia in forma legale, ovvero rilascia una copia di un atto pubblico o privato diversa dall'originale, è punito con la reclusione da uno a quattro anni.  Se la falsità concerne un atto o parte di un atto, che faccia fede fino a querela di falso, la reclusione è da tre a otto anni.  Se la falsità è commessa dal pubblico ufficiale in un attestato sul contenuto di atti, pubblici o privati, la pena è della reclusione da uno a tre anni. ",art. 478,
c.p.,"  Il pubblico ufficiale, che, ricevendo o formando un atto nell'esercizio delle sue funzioni, attesta falsamente che un fatto è stato da lui compiuto o è avvenuto alla sua presenza, o attesta come da lui ricevute dichiarazioni a lui non rese, ovvero omette o altera dichiarazioni da lui ricevute, o comunque attesta falsamente fatti dei quali l'atto è destinato a provare la verità, soggiace alle pene stabilite nell'articolo 476. 86--------------AGGIORNAMENTO (86) Il D.L. 26 novembre 1980, n. 776, convertito con modificazioni dalla L. 22 dicembre 1980, n. 874, ha disposto (con l'art. 15-quater, comma 1) che ""Le pene per i reati previsti dagli articoli 479, 480, 481 e 483 del codice penale, commessi per conseguire benefici disposti a favore delle popolazioni colpite dagli eventi sismici del novembre 1980, sono aumentate fino alla metà"". ",art. 479,
c.p.,"  Il pubblico ufficiale, che, nell'esercizio delle sue funzioni, attesta falsamente, in certificati o autorizzazioni amministrative, fatti dei quali l'atto è destinato a provare la verità, è punito con la reclusione da tre mesi a due anni. 86--------------AGGIORNAMENTO (86) Il D.L. 26 novembre 1980, n. 776, convertito con modificazioni dalla L. 22 dicembre 1980, n. 874, ha disposto (con l'art. 15-quater, comma 1) che ""Le pene per i reati previsti dagli articoli 479, 480, 481 e 483 del codice penale, commessi per conseguire benefici disposti a favore delle popolazioni colpite dagli eventi sismici del novembre 1980, sono aumentate fino alla metà"". ",art. 480,
c.p.,"  Chiunque, nell'esercizio di una professione sanitaria o forense, o di un altro servizio di pubblica necessità, attesta falsamente, in un certificato, fatti dei quali l'atto è destinato a provare la verità, è punito con la reclusione fino a un anno o con la multa da lire cinquecento a cinquemila.  Tali pene si applicano congiuntamente se il fatto è commesso a scopo di lucro. 86--------------AGGIORNAMENTO (86) Il D.L. 26 novembre 1980, n. 776, convertito con modificazioni dalla L. 22 dicembre 1980, n. 874, ha disposto (con l'art. 15-quater, comma 1) che ""Le pene per i reati previsti dagli articoli 479, 480, 481 e 483 del codice penale, commessi per conseguire benefici disposti a favore delle popolazioni colpite dagli eventi sismici del novembre 1980, sono aumentate fino alla metà"". ",art. 481,
c.p.,"  Chiunque attesta falsamente al pubblico ufficiale, in un atto pubblico, fatti dei quali l'atto è destinato a provare la verità, è punito con la reclusione fino a due anni.  Se si tratta di false attestazioni in atti dello stato civile, la reclusione non può essere inferiore a tre mesi.  (86) (94) (97a) 129----------AGGIORNAMENTO (86) Il D.L. 26 novembre 1980, n. 776, convertito con modificazioni dalla L. 22 dicembre 1980, n. 874, ha disposto (con l'art. 15-quater, comma 1) che ""Le pene per i reati previsti dagli articoli 479, 480, 481 e 483 del codice penale, commessi per conseguire benefici disposti a favore delle popolazioni colpite dagli eventi sismici del novembre 1980, sono aumentate fino alla metà"". -------------AGGIORNAMENTO (94) Il D.P.R. 9 agosto 1982, n. 525 ha disposto (con l'art. 1, ultimo comma) che ""È concessa amnistia, alle condizioni sopra indicate, per i reati previsti dagli articoli 482, 483, 484, 485, 489, 490, 492 del codice penale, nonché dall'articolo 2621 del codice civile, quando tali reati siano stati commessi, fino al 30 giugno 1982, per eseguire od occultare quelli indicati nel primo comma del presente articolo ovvero per conseguirne il profitto e siano riferibili alla stessa pendenza o situazione tributaria"". -------------AGGIORNAMENTO (97a) Il D.P.R. 22 febbraio 1983, n. 43, nel modificare l'art. 1, comma 5 del D.P.R. 9 agosto 1982, n. 525, ha conseguentemente disposto (con l'art. 2, comma 3) che ""È altresì concessa amnistia, alle condizioni sopra previste, per i reati indicati nel quinto comma dell'art. 1 del decreto del Presidente della Repubblica 9 agosto 1982, n. 525, quando tali reati siano stati commessi, fino al 30 giugno 1982, per eseguire od occultare quelli indicati nel primo comma del presente articolo, ovvero per conseguirne il profitto e siano riferibili alla stessa pendenza o situazione tributaria"". -------------AGGIORNAMENTO (129) Il D.P.R. 20 gennaio 1992, n. 23 ha disposto (con l'art. 1, comma 5) che ""È concessa amnistia, alle condizioni sopra indicate, per i reati, commessi fino al 30 settembre 1991, previsti dagli articoli 482, 483, 484, 485, 489, 490, 492 del codice penale, nonché dall'art. 2621 del codice civile quando tali reati siano stati commessi per eseguire od occultare quelli indicati nel comma 1 del presente articolo ovvero per conseguirne il profitto e siano riferiti alla stessa pendenza o situazione tributaria"". ",art. 483,
c.p.,"  Chiunque, essendo per legge obbligato a fare registrazioni soggette all'ispezione dell'Autorità di pubblica sicurezza, o a fare notificazioni all'Autorità stessa circa le proprie operazioni industriali, commerciali o professionali, scrive o lascia scrivere false indicazioni è punito con la reclusione fino a sei mesi o con la multa fino a lire tremila.  (94) (97a) 129-------------AGGIORNAMENTO (94) Il D.P.R. 9 agosto 1982, n. 525 ha disposto (con l'art. 1, ultimo comma) che ""È concessa amnistia, alle condizioni sopra indicate, per i reati previsti dagli articoli 482, 483, 484, 485, 489, 490, 492 del codice penale, nonché dall'articolo 2621 del codice civile, quando tali reati siano stati commessi, fino al 30 giugno 1982, per eseguire od occultare quelli indicati nel primo comma del presente articolo ovvero per conseguirne il profitto e siano riferibili alla stessa pendenza o situazione tributaria"". -------------AGGIORNAMENTO (97a) Il D.P.R. 22 febbraio 1983, n. 43, nel modificare l'art. 1, comma 5 del D.P.R. 9 agosto 1982, n. 525, ha conseguentemente disposto (con l'art. 2, comma 3) che ""È altresì concessa amnistia, alle condizioni sopra previste, per i reati indicati nel quinto comma dell'art. 1 del decreto del Presidente della Repubblica 9 agosto 1982, n. 525, quando tali reati siano stati commessi, fino al 30 giugno 1982, per eseguire od occultare quelli indicati nel primo comma del presente articolo, ovvero per conseguirne il profitto e siano riferibili alla stessa pendenza o situazione tributaria"". -------------AGGIORNAMENTO (129) Il D.P.R. 20 gennaio 1992, n. 23 ha disposto (con l'art. 1, comma 5) che ""È concessa amnistia, alle condizioni sopra indicate, per i reati, commessi fino al 30 settembre 1991, previsti dagli articoli 482, 483, 484, 485, 489, 490, 492 del codice penale, nonché dall'art. 2621 del codice civile quando tali reati siano stati commessi per eseguire od occultare quelli indicati nel comma 1 del presente articolo ovvero per conseguirne il profitto e siano riferiti alla stessa pendenza o situazione tributaria"". ",art. 484,
c.p.,"  Chiunque attesta falsamente al pubblico ufficiale, in un atto pubblico, fatti dei quali l'atto è destinato a provare la verità, è punito con la reclusione fino a due anni.  Se si tratta di false attestazioni in atti dello stato civile, la reclusione non può essere inferiore a tre mesi.  (86) (94) (97a) 129----------AGGIORNAMENTO (86) Il D.L. 26 novembre 1980, n. 776, convertito con modificazioni dalla L. 22 dicembre 1980, n. 874, ha disposto (con l'art. 15-quater, comma 1) che ""Le pene per i reati previsti dagli articoli 479, 480, 481 e 483 del codice penale, commessi per conseguire benefici disposti a favore delle popolazioni colpite dagli eventi sismici del novembre 1980, sono aumentate fino alla metà"". -------------AGGIORNAMENTO (94) Il D.P.R. 9 agosto 1982, n. 525 ha disposto (con l'art. 1, ultimo comma) che ""È concessa amnistia, alle condizioni sopra indicate, per i reati previsti dagli articoli 482, 483, 484, 485, 489, 490, 492 del codice penale, nonché dall'articolo 2621 del codice civile, quando tali reati siano stati commessi, fino al 30 giugno 1982, per eseguire od occultare quelli indicati nel primo comma del presente articolo ovvero per conseguirne il profitto e siano riferibili alla stessa pendenza o situazione tributaria"". -------------AGGIORNAMENTO (97a) Il D.P.R. 22 febbraio 1983, n. 43, nel modificare l'art. 1, comma 5 del D.P.R. 9 agosto 1982, n. 525, ha conseguentemente disposto (con l'art. 2, comma 3) che ""È altresì concessa amnistia, alle condizioni sopra previste, per i reati indicati nel quinto comma dell'art. 1 del decreto del Presidente della Repubblica 9 agosto 1982, n. 525, quando tali reati siano stati commessi, fino al 30 giugno 1982, per eseguire od occultare quelli indicati nel primo comma del presente articolo, ovvero per conseguirne il profitto e siano riferibili alla stessa pendenza o situazione tributaria"". -------------AGGIORNAMENTO (129) Il D.P.R. 20 gennaio 1992, n. 23 ha disposto (con l'art. 1, comma 5) che ""È concessa amnistia, alle condizioni sopra indicate, per i reati, commessi fino al 30 settembre 1991, previsti dagli articoli 482, 483, 484, 485, 489, 490, 492 del codice penale, nonché dall'art. 2621 del codice civile quando tali reati siano stati commessi per eseguire od occultare quelli indicati nel comma 1 del presente articolo ovvero per conseguirne il profitto e siano riferiti alla stessa pendenza o situazione tributaria"". ",art. 485,
c.p.," Art. 486 ((ARTICOLO ABROGATO DAL D.LGS. 15 GENNAIO 2016, N. 7",art. 486,
c.p.,"  Il pubblico ufficiale, che, abusando di un foglio firmato in bianco, del quale abbia il possesso per ragione del suo ufficio e per un titolo che importa l'obbligo o la facoltà di riempirlo, vi scrive o vi fa scrivere un atto pubblico diverso da quello a cui era obbligato o autorizzato, soggiace alle pene rispettivamente stabilite negli articoli 479 e 480. ",art. 487,
c.p., Art. 488.  Altre falsità in foglio firmato in bianco. Applicabilità delle disposizioni sulle falsità materiali . Ai casi di falsità su un foglio firmato in bianco diversi da quelli preveduti dall'articolo 487 si applicano le disposizioni sulle falsità materiali in atti pubblici.,art. 488,
c.p.,"  Chiunque, senza essere concorso nella falsità, fa uso di un atto falso soggiace alle pene stabilite negli articoli precedenti, ridotte di un terzo. COMMA ABROGATO DAL D.LGS. 15 GENNAIO 2016, N. 7.  (94) (97a) (129) -------------AGGIORNAMENTO (94) Il D.P.R. 9 agosto 1982, n. 525 ha disposto (con l'art. 1, ultimo comma) che ""È concessa amnistia, alle condizioni sopra indicate, per i reati previsti dagli articoli 482, 483, 484, 485, 489, 490, 492 del codice penale, nonché dall'articolo 2621 del codice civile, quando tali reati siano stati commessi, fino al 30 giugno 1982, per eseguire od occultare quelli indicati nel primo comma del presente articolo ovvero per conseguirne il profitto e siano riferibili alla stessa pendenza o situazione tributaria"". -------------AGGIORNAMENTO (97a) Il D.P.R. 22 febbraio 1983, n. 43, nel modificare l'art. 1, comma 5 del D.P.R. 9 agosto 1982, n. 525, ha conseguentemente disposto (con l'art. 2, comma 3) che ""È altresì concessa amnistia, alle condizioni sopra previste, per i reati indicati nel quinto comma dell'art. 1 del decreto del Presidente della Repubblica 9 agosto 1982, n. 525, quando tali reati siano stati commessi, fino al 30 giugno 1982, per eseguire od occultare quelli indicati nel primo comma del presente articolo, ovvero per conseguirne il profitto e siano riferibili alla stessa pendenza o situazione tributaria"". -------------AGGIORNAMENTO (129) Il D.P.R. 20 gennaio 1992, n. 23 ha disposto (con l'art. 1, comma 5) che ""È concessa amnistia, alle condizioni sopra indicate, per i reati, commessi fino al 30 settembre 1991, previsti dagli articoli 482, 483, 484, 485, 489, 490, 492 del codice penale, nonché dall'art. 2621 del codice civile quando tali reati siano stati commessi per eseguire od occultare quelli indicati nel comma 1 del presente articolo ovvero per conseguirne il profitto e siano riferiti alla stessa pendenza o situazione tributaria"". ",art. 489,
c.p.," Chiunque, in tutto o in parte, distrugge, sopprime od occulta un atto pubblico vero o, al fine di recare a sé o ad altri un vantaggio o di recare ad altri un danno, distrugge, sopprime od occulta un testamento olografo, una cambiale o un altro titolo di credito trasmissibile per girata o al portatore veri, soggiace rispettivamente alle pene stabilite negli articoli 476, 477 e 482, secondo le distinzioni in essi contenute.COMMA ABROGATO DAL D.LGS. 15 GENNAIO 2016, N. 7.  (94) (97a) (129) -------------AGGIORNAMENTO (94) Il D.P.R. 9 agosto 1982, n. 525 ha disposto (con l'art. 1, ultimo comma) che ""È concessa amnistia, alle condizioni sopra indicate, per i reati previsti dagli articoli 482, 483, 484, 485, 489, 490, 492 del codice penale, nonché dall'articolo 2621 del codice civile, quando tali reati siano stati commessi, fino al 30 giugno 1982, per eseguire od occultare quelli indicati nel primo comma del presente articolo ovvero per conseguirne il profitto e siano riferibili alla stessa pendenza o situazione tributaria"". -------------AGGIORNAMENTO (97a) Il D.P.R. 22 febbraio 1983, n. 43, nel modificare l'art. 1, comma 5 del D.P.R. 9 agosto 1982, n. 525, ha conseguentemente disposto (con l'art. 2, comma 3) che ""È altresì concessa amnistia, alle condizioni sopra previste, per i reati indicati nel quinto comma dell'art. 1 del decreto del Presidente della Repubblica 9 agosto 1982, n. 525, quando tali reati siano stati commessi, fino al 30 giugno 1982, per eseguire od occultare quelli indicati nel primo comma del presente articolo, ovvero per conseguirne il profitto e siano riferibili alla stessa pendenza o situazione tributaria"". -------------AGGIORNAMENTO (129) Il D.P.R. 20 gennaio 1992, n. 23 ha disposto (con l'art. 1, comma 5) che ""È concessa amnistia, alle condizioni sopra indicate, per i reati, commessi fino al 30 settembre 1991, previsti dagli articoli 482, 483, 484, 485, 489, 490, 492 del codice penale, nonché dall'art. 2621 del codice civile quando tali reati siano stati commessi per eseguire od occultare quelli indicati nel comma 1 del presente articolo ovvero per conseguirne il profitto e siano riferiti alla stessa pendenza o situazione tributaria"". ",art. 490,
c.p.," Il D.P.R. 16 dicembre 1986, n. 865 ha disposto (con l'art. 1, comma 1, lettera d)) che è concessa amnistia per il reato previsto dal presente articolo in relazione agli articoli 476 e 482 del codice penale, salvo che il fatto riguardi un testamento olografo.  Ha inoltre disposto (con l'art. 12, comma 1) che l'amnistia ha efficacia per i reati commessi fino a tutto il giorno 8 giugno 1986.",art. 491,
c.p.," Art. 491-bis.  Documenti informatici. Se alcuna delle falsità previste dal presente capo riguarda un documento informatico pubblico avente efficacia probatoria, si applicano le disposizioni del capo stesso concernenti gli atti pubblici.",art. 491 bis,
c.p.,"  Agli effetti delle disposizioni precedenti, nella denominazione di atti pubblici e di scritture private sono compresi gli atti originali e le copie autentiche di essi, quando a norma di legge tengano luogo degli originali mancanti.  (94) (97a) 129-------------AGGIORNAMENTO (94) Il D.P.R. 9 agosto 1982, n. 525 ha disposto (con l'art. 1, ultimo comma) che ""È concessa amnistia, alle condizioni sopra indicate, per i reati previsti dagli articoli 482, 483, 484, 485, 489, 490, 492 del codice penale, nonché dall'articolo 2621 del codice civile, quando tali reati siano stati commessi, fino al 30 giugno 1982, per eseguire od occultare quelli indicati nel primo comma del presente articolo ovvero per conseguirne il profitto e siano riferibili alla stessa pendenza o situazione tributaria"". -------------AGGIORNAMENTO (97a) Il D.P.R. 22 febbraio 1983, n. 43, nel modificare l'art. 1, comma 5 del D.P.R. 9 agosto 1982, n. 525, ha conseguentemente disposto (con l'art. 2, comma 3) che ""È altresì concessa amnistia, alle condizioni sopra previste, per i reati indicati nel quinto comma dell'art. 1 del decreto del Presidente della Repubblica 9 agosto 1982, n. 525, quando tali reati siano stati commessi, fino al 30 giugno 1982, per eseguire od occultare quelli indicati nel primo comma del presente articolo, ovvero per conseguirne il profitto e siano riferibili alla stessa pendenza o situazione tributaria"". -------------AGGIORNAMENTO (129) Il D.P.R. 20 gennaio 1992, n. 23 ha disposto (con l'art. 1, comma 5) che ""È concessa amnistia, alle condizioni sopra indicate, per i reati, commessi fino al 30 settembre 1991, previsti dagli articoli 482, 483, 484, 485, 489, 490, 492 del codice penale, nonché dall'art. 2621 del codice civile quando tali reati siano stati commessi per eseguire od occultare quelli indicati nel comma 1 del presente articolo ovvero per conseguirne il profitto e siano riferiti alla stessa pendenza o situazione tributaria"". ",art. 492,
