Domanda,Risposta 1,Risposta 2,Risposta 3
Un cittadino di uno Stato membro dell'Unione europea può accedere ai posti di lavoro  presso le amministrazioni pubbliche  che implicano esercizio diretto o indiretto di pubblici poteri? ,"No, lo vieta espressamente la legislazione vigente (art. 38 D.Lgs. n. 165/2001). ","Si, lo prevede espressamente la legislazione vigente (art. 38 D.Lgs. n. 165/2001). ",Solo a seguito di convenzione che preveda la scambio di dipendenti tra Stati membri 
"A norma del disposto di cui all'art. 2, L. 400/1988, i provvedimenti da emanare con  decreto del Presidente della Repubblica  previo parere del Consiglio di Stato, se il Ministro competente non intende conformarsi a  tale parere: ",Sono deliberati dal Consiglio dei ministri. ,"Sono adottati dal Presidente del Consiglio dei ministri, sentito il Ministro competente. ","Sono deliberati dal Consiglio dei ministri, previa autorizzazione delle competenti "
La sostituzione nell'emanazione di atti: ,"Richiede che il provvedimento da emanare sia un atto vincolato nell'emanazione. B) Non richiede che vi sia una previsione di legge.  C) È un meccanismo mediante il quale un organo gerarchicamente superiore decide di  esercitare un potere attribuito alla competenza di  un organo inferiore per motivi di interesse pubblico ed indipendentemente dall'inadempimento  dell'organo istituzionale competente.  556. Indicare quale affermazione è conforme a quanto dispone il Capo VI del D.P.R. n.  445/2000 afferente alle sanzioni applicate  in caso di violazione di norme.  Qualora dal controllo effettuato dalle amministrazioni procedenti emerga la non  veridicità del contenuto della dichiarazione, il  dichiarante decade dai benefìci eventualmente conseguenti al provvedimento emanato sulla  base della dichiarazione non veritiera. ","Se i reati indicati nei commi 1, 2 e 3 dell'art. 76 sono commessi per ottenere la nomina  ad un pubblico ufficio o l'autorizzazione  all'esercizio di una professione o arte, il giudice applica sempre l'interdizione perpetua  dai pubblici uffici o dalla professione e arte. ",La richiesta e l'accettazione di certificazione o di atto di notorietà non costituisce 
"Sugli atti del Presidente del Consiglio dei Ministri e sugli atti dei Ministri aventi  ad oggetto la definizione delle piante  organiche, il conferimento di incarichi di funzioni dirigenziali e le direttive generali per  l'indirizzo e per lo svolgimento  dell'azione amministrativa, la Corte dei conti esercita un controllo (art. 3 l.n. 20/1994): ",Preventivo di legittimità. ,Successivo di legittimità. ,Preventivo di legittimità e di merito. 
"Qualora l'amministrazione chiamata a produrre l'atto terminale possa discostarsi dal  parere solo in un determinato senso o  per particolari aspetti motivando in merito, i pareri sono: ",Obbligatori parzialmente vincolanti. ,Facoltativi. ,Obbligatori vincolanti. 
Il responsabile del procedimento ha una serie di compiti propri ed altri attribuiti in  via eventuale qualora ne abbia la  competenza. Ai sensi dell'art. 6 della l. n. 241/1990: ,"È compito proprio la valutazione, ai fini istruttori, delle condizioni di ammissibilità. ",È compito proprio l'adozione del provvedimento finale. ,"È compito eventuale la valutazione, ai fini istruttori, dei requisiti di legittimazione e "
"L'oggetto del procedimento amministrativo è un comportamento, un fatto o un bene sul  quale si indirizza la volontà  dell'amministrazione. I requisiti dell'oggetto sono: ","Determinatezza, possibilità e liceità. ",Determinatezza e liceità. ,Determinatezza o determinabilità. 
"Tra gli atti propulsivi di obblighi, la contestazione: ",È un atto con il quale si invitano gli interessati a presentare le proprie deduzioni o  giustificazioni in merito a fatti o comportamenti  che costituiscono violazione di obblighi normativi. ,È un atto con il quale si intima ad un soggetto di svolgere una determinata attività o di  astenersi da un determinato comportamento  previsto dalla legge. ,È un atto diretto da un'amministrazione ad un'altra al fine di provocare l'emanazione di 
"Con riferimento agli elementi essenziali del provvedimento amministrativo, il contenuto: ",Costituisce l'insieme delle statuizioni contenute nell'atto. ,Può essere costituito solo da un ordine. ,Non può mai essere determinato dalla presenza di elementi accidentali (termine o 
"A norma di quanto dispone l'art. 55-quinquies del D.Lgs. n. 165/2001, fermo quanto  previsto dal codice penale, come è punito il lavoratore che attesta falsamente la propria presenza in servizio, mediante  l'alterazione dei sistemi di rilevamento  della presenza o con altre modalità fraudolente ovvero giustifica l'assenza dal servizio  mediante una certificazione medica  falsa o falsamente attestante uno stato di malattia? ",È punito con la reclusione da uno a cinque anni e con la multa da euro 400 ad euro 1.600. ,È punito con la reclusione da uno a due anni e con la multa da euro 100 ad euro 600. ,È punito con la reclusione da sei mesi a cinque anni e con la multa da euro 500 ad euro 
 564. Ai sensi dell'art. 35 C.p.a. nell'ambito del processo amministrativo il ricorso è  irricevibile: ,Se il giudice accerta la tardività della notificazione o del deposito. ,Quando è carente l'interesse o sussistono altre ragioni ostative ad una pronuncia sul  merito. ,Quando nel corso del giudizio sopravviene il difetto di interesse delle parti alla 
"In base alla tradizionale classificazione, i ricorsi amministrativi possono essere:  ordinari, straordinari, impugnatori, non  impugnatori, eliminatori, rinnovatori. I ricorsi rinnovatori: ","Comportano la devoluzione dell'intera pratica all'organo decidente, il quale non si  limita all'annullamento del provvedimento ma  procede alla sua modifica o sostituzione con altra determinazione che sancisce il definitivo  assetto di interessi sul tema. ","Possono comportare la sola eliminazione del provvedimento impugnato, con salvezza del  riesercizio del potere di amministrazione  attiva, nel rispetto del vincolo decisorio, da parte della P.A. che ha adottato il  provvedimento annullato. ",Si concretano nei soli ricorsi alle commissioni di vigilanza per l'edilizia economica e 
"Il Ministro, a norma del disposto di cui all'art. 14, D.Lgs. n. 165/2001: ",Non può riformare provvedimenti o atti di competenza dei dirigenti. ,Può adottare provvedimenti o atti di competenza dei dirigenti. ,Può revocare provvedimenti o atti di competenza dei dirigenti. 
Ai sensi dell'art. 8 C.p.a. quale è l'autorità giudiziaria competente per le questioni  pregiudiziali concernenti lo stato e la  capacità delle persone (salvo che si tratti della capacità di stare in giudizio) e la  risoluzione dell'incidente di falso? ,L'autorità giudiziaria ordinaria. ,Il Consiglio di Stato. ,Il Tribunale amministrativo regionale. 
Il provvedimento amministrativo viziato da eccesso di potere (art. 21octies l. n.  241/1990): ,È annullabile. ,È nullo. ,Non può essere in nessun caso annullato. 
"Sui provvedimenti emanati a seguito di deliberazione del Consiglio dei Ministri, la  Corte dei conti esercita un controllo (art.  3 l.n. 20/1994): ",Preventivo di legittimità. ,Successivo di legittimità. ,Preventivo di legittimità e di merito. 
Indicare quale tra le seguenti affermazioni sui pareri facoltativi e obbligatori e  sulla loro disciplina è consona a quanto  dispone l’art. 16 della l. n. 241/1990. ,In caso di pareri che debbano essere rilasciati da amministrazioni preposte alla tutela  della salute dei cittadini non trovano  applicazione i termini previsti dall'art. 16 della l. n. 241/1990. ,I pareri devono essere resi nel termine di 60 giorni. ,Il responsabile è in ogni caso chiamato a rispondere degli eventuali danni derivanti 
"A norma di quanto dispone l'art. 103 del D.Lgs. n. 104/2010, contro le sentenze non definitive: ",È proponibile appello ovvero la riserva d'appello. ,È proponibile solo la riserva d'appello. ,Deve necessariamente essere proposto appello. 
"Relativamente al diritto di accesso ai documenti amministrativi è corretto affermare  che (art. 24, l. n. 241/1990): ",Non sono ammissibili istanze di accesso preordinate ad un controllo generalizzato  dell'operato delle pubbliche amministrazioni. ,"Il diritto di accesso è consentito nei procedimenti selettivi, anche nei confronti dei  documenti amministrativi contenenti informazioni  di carattere psicoattitudinale relative a terzi. ",L'accesso ai documenti amministrativi può essere negato anche ove sia sufficiente fare 
L'agente del provvedimento amministrativo può essere un privato esercente una pubblica  funzione? ,"Sì, può essere anche un privato esercente una pubblica funzione. ","Sì, può essere solo un'autorità amministrativa ovvero un privato esercente una pubblica  funzione. ","No, può essere solo un'autorità amministrativa ovvero un privato obbligato a svolgere un "
Ricorso straordinario al Capo dello Stato (D.P.R. n. 1199/1971). Indicare  l'affermazione corretta. ,Il presupposto della definitività dell'atto da sottoporre al ricorso impedisce che tale  rimedio possa essere esperito anche nei confronti  di tutti gli atti che non sono direttamente e autonomamente lesivi di una posizione  giuridica soggettiva. ,Non è alternativo al ricorso giurisdizionale amministrativo. ,È un rimedio amministrativo di carattere generale consistente nell'impugnativa di un atto 
I provvedimenti ablatori obbligatori: ,"In quanto provvedimenti che limitano la sfera giuridica dei destinatari, devono essere  espressamente previsti dalla legge. ",Consistono nel trasferimento coattivo di un bene o di un diritto reale alla pubblica  amministrazione. ,Trasferiscono un diritto appartenente alla pubblica amministrazione a uno o più soggetti 
"Le acquisizioni di scienza espletate dagli organi ordinari della P.A., che possono  culminare in un atto ricognitivo o esaurirsi  in sè stesse, e comportanti potenzialmente l'ingerenza nella sfera giuridica di altri che si  trovano in posizione di soggezione  costituiscono: ",Le ispezioni. ,Gli accertamenti. ,Atti consistenti in manifestazioni di giudizio. 
"Nell'ambito del procedimento ad evidenza pubblica, a norma di quanto dispone l'art. 32  del D.Lgs. n. 50/2016, con quale  atto la stazione appaltante individua i criteri di selezione delle offerte? ",Decreto o determinazione a contrarre. ,Capitolato generale. ,Aggiudicazione provvisoria. 
"A norma di quanto dispone il Codice del processo amministrativo, a chi sono devolute,  salvo ulteriori previsioni di legge, le  controversie concernenti l'esercizio del diritto a chiedere e ottenere l'uso delle  tecnologie telematiche nelle comunicazioni  con le pubbliche amministrazioni? ",Giudice amministrativo. ,Giudice ordinario. ,Corte dei conti. 
La sostituzione nell'emanazione di atti: ,Presuppone sempre una inerzia del sostituito. ,Non richiede che il provvedimento da emanare sia un atto vincolato nell'emanazione. ,Non richiede che l'organo inferiore abbia ingiustificatamente omesso di provvedere. 580. Quanto all'accertamento e alla relativa declaratoria delle nullità previste all'art 31 
"Ove non sia già direttamente stabilito per legge o per regolamento per specifici tipi  di procedimento, le Amministrazioni  pubbliche hanno l'obbligo di determinare, preventivamente per ciascun tipo di procedimento  amministrativo, l'unità  organizzativa responsabile (art. 4, l. n. 241/1990): ","Dell'istruttoria e di ogni altro adempimento procedimentale, nonché dell'adozione del  provvedimento finale. ",Dell'adozione del provvedimento finale. ,Dell'istruttoria. 
"Ai sensi del comma 1 dell'art. 14 della legge 241/1990, qualora sia opportuno  effettuare un esame contestuale di vari  interessi pubblici coinvolti in un procedimento amministrativo, ovvero in più procedimenti  amministrativi connessi  riguardanti medesime attività o risultati, l'amministrazione procedente può indire una: ",Conferenza di servizi istruttoria. ,Conferenza decisoria. ,Conferenza tecnica. 
Sono suscettibili di revoca gli atti vincolati? ,No. La revoca ha ad oggetto provvedimenti amministrativi discrezionali con efficacia  durevole. ,"Sì, tutti i provvedimenti possono essere revocati, fatta eccezione per quelli che hanno  consumato il potere. ",Sì. 
"La l. n. 241/1990 ha sancito il c.d. principio di contrattualità dell'azione  amministrativa, cosa dispone in merito l'art. 11  della citata legge? ","Gli accordi sostitutivi di provvedimenti devono essere stipulati, a pena di nullità, per  atto scritto, salvo che la legge disponga  altrimenti. ",Qualora l'Amministrazione receda dall'accordo per sopravvenuti motivi di interesse  pubblico non è obbligata a provvedere alla  liquidazione di un indennizzo in relazione agli eventuali pregiudizi verificatisi in danno  al privato. ,Gli accordi sostituitivi di provvedimenti non sono soggetti a controllo. 
L'eccesso di potere si configura quando la p.a. esercita il potere per finalità diverse  da quelle stabilite dalla norma  attributiva del potere; quale tra le seguenti costituisce un'ipotesi di eccesso di potere? ,Travisamento dei fatti e dei presupposti. ,Mancanza totale della motivazione. ,Mancata applicazione della norma. 
"I requisiti d'efficacia dell'atto amministrativo, sono richiesti affinché l'atto già  perfetto, possa produrre i suoi effetti. Tra essi  rientrano: ","L'accettazione dell'interessato, quando da essa la legge fa dipendere gli effetti  dell'atto. ",La corrispondenza all'interesse pubblico. ,La corrispondenza alla causa del potere. 
"Con riferimento al riesame con esito conservativo del provvedimento adottato, la  rinnovazione: ",È possibile sempreché l'atto precedente non sia stato annullato per ragioni di ordine  sostanziale (es: mancanza di un presupposto). ,Elimina il vizio di incompetenza relativa. ,Consente la conservazione di un provvedimento invalido mediante l'adozione sopravvenuta di atti infrapocedimentali inizialmente 
"Tra i sedici componenti del CSM eletti dai magistrati ordinari, dieci sono eletti: ",Tra i magistrati che esercitano le funzioni di giudice presso gli uffici di merito ovvero  che sono destinati alla Corte suprema di  cassazione. ,Tra i magistrati che esercitano le funzioni di giudice presso gli uffici di merito. ,Tra i magistrati che esercitano le funzioni di legittimità presso la Corte suprema di 
Entro quale termine deve essere redatta la sentenza nell'ambito del procedimento  amministrativo ai sensi dell'art. 89 C.p.a.? ,Non oltre il quarantacinquesimo giorno da quello della decisione della causa. ,Non oltre il sessantesimo giorno da quello della decisione della causa. ,Entro trenta giorni dall'ultima udienza. 
Ai sensi dell'art. 13 C.p.a. quale è la competenza territoriale inderogabile per le  controversie riguardanti pubblici  dipendenti? ,È competente il tribunale nella cui circoscrizione territoriale è situata la sede di  servizio. ,È competente il tribunale nella cui circoscrizione territoriale ha la residenza il  pubblico dipendente. ,È competente il tribunale nella cui circoscrizione territoriale è stato assunto il 
Nell'ambito del procedimento amministrativo è prevista l'abbreviazione dei termini dal  codice di procedura amministrativa  (art. 53 C.p.a)? ,"Si, nei casi d'urgenza, il presidente del tribunale può, su istanza di parte, abbreviare  fino alla metà i termini. ","Si, in qualsiasi caso, il presidente del tribunale può, su istanza di parte, abbreviare  fino alla metà i termini. ","Si, in qualsiasi caso, il presidente del tribunale può d'ufficio abbreviare fino alla "
"Si distinguono tre tipi di attività amministrativa: amministrazione attiva,  amministrazione consultiva, amministrazione di  controllo. Indicare quale affermazione in merito non è corretta. ",L'amministrazione attiva comprende tutte le attività con cui la P.A. agisce per  realizzare i propri fini; non vi rientrano le attività  deliberative. ,L'amministrazione attiva comprende tutte le attività con cui la P.A. agisce per  realizzare i propri fini. ,"L'amministrazione consultiva comprende le attività dirette a fornire pareri, consigli, "
Con riferimento ai rapporti tra CSM e Ministro della giustizia è corretto affermare che  il Ministro: ,È titolare di un potere di intervento alle adunanze del CSM. ,Provvede al governo della Magistratura e adotta tutti gli atti amministrativi riguardanti  la carriera e le funzioni dei magistrati. ,Partecipa con diritto di voto alle deliberazioni del CSM. 
"Controlli: di legittimità e di merito, preventivi e successivi, interni ed esterni.  Indicare quale affermazione sui citati controlli  è corretta. ",I controlli preventivi antecedenti sugli atti amministrativi intervengono su di un atto  amministrativo non ancora perfezionato. ,"In relazione al momento in cui interviene l'atto di controllo sugli atti amministrativi,  i controlli sono di legittimità e di merito. ",I controlli sugli atti amministrativi a seconda che il controllo sia esercitato da un 
La delega (o delegazione): ,"È un meccanismo attraverso il quale un soggetto, titolare di un determinato potere,  attribuisce mediante un proprio atto, l'esercizio dello stesso potere o di una parte ad altro soggetto. ","È un atto definitivo, essendo impossibile una delega temporanea. ",Non richiede l'utilizzo della forma scritta. 
I portatori di interessi pubblici possono intervenire nel procedimento amministrativo? ,"Si, lo prevede espressamente l'art. 9 l. n. 241/1990 in quanto titolari di un interesse  ad evitare che anche indirettamente può essere  loro arrecato pregiudizio dal provvedimento. ","No, possono intervenire nel procedimento solo i destinatari diretti del provvedimento  finale. ","No, in quanto non destinatari della comunicazione obbligatoria di avviso di avvio. "
"Dal punto di vista del rapporto tra gli atti si distinguono atti composti e atti  contestuali. Negli atti composti,: ",Il vizio di una delle manifestazioni di volontà si estende all'intero atto. ,Il vizio di una delle manifestazioni di volontà non si estende all'intero atto. ,"Come negli atti contestuali, il vizio di una delle manifestazioni di volontà si estende "
A norma di quanto dispone l'art. 29 del D.Lgs. n. 104/2010 l'azione di annullamento può  essere fatta valere per eccesso di  potere? ,"Sì, può essere fatta valere per incompetenza, violazione di legge ed eccesso di potere. ","No, può essere fatta valere solo per violazione di legge. ","Sì, può essere fatta valere solo per incompetenza ed eccesso di potere. "
"Con riferimento a quanto prevede il D.Lgs. n. 165/2001, la contrattazione collettiva  può istituire procedure di impugnazione  dei provvedimenti disciplinari? ","No, salva la facoltà di disciplinare mediante i contratti collettivi procedure di  conciliazione non obbligatoria. ","Si, ma solo la contrattazione collettiva nazionale di comparto. ","No, e non può neanche prevedere procedure di conciliazione non obbligatoria. "
Cosa accade quando un giudice è incompetente ai sensi dell'art. 15 C.p.a. nell'ambito  del procedimento amministrativo? ,"Il giudice che si dichiara incompetente indica il giudice ritenuto competente e il  processo continua davanti al nuovo giudice se, nel  termine perentorio di trenta giorni dalla comunicazione di tale ordinanza, la causa è  riassunta davanti al giudice dichiarato  competente. ","Il giudice che si dichiara incompetente indica il giudice ritenuto competente e il  processo continua davanti al nuovo giudice se, nel  termine perentorio di sessanta giorni dalla comunicazione di tale ordinanza, la causa è  riassunta davanti al giudice dichiarato  competente. ",Il giudice che si dichiara incompetente indica il giudice ritenuto competente ma la causa 
"Indicare quale affermazione è conforme a quanto dispone il ""Capo III - Semplificazione  della documentazione  amministrativa Sezione V - Norme in materia di dichiarazioni sostitutive"" del D.P.R. n.  445/2000. ","Sono comprovati con dichiarazioni, anche contestuali all'istanza, sottoscritte  dall'interessato e prodotte in sostituzione delle normali  certificazioni, tra gli altri, lo stato di disoccupazione, la qualità di pensionato e la  categoria di pensione. ",Le dichiarazioni sostitutive di atto di notorietà hanno validità temporale di tre mesi. ,"Fatte salve le eccezioni espressamente previste per legge, nei rapporti con la P.A. e con "
Indicare quale affermazione è conforme a quanto dispone l'art. 33 del Codice del  processo amministrativo in merito alle  pronunce giurisdizionali e in particolare sui provvedimenti del giudice. ,"Il giudice pronuncia ordinanza quando assume misure cautelari o interlocutorie, ovvero  decide sulla competenza. B) Le ordinanze devono essere sempre pronunciate in udienza o in camera di consiglio.  C) Le sentenze di primo grado non sono esecutive.  603. Con riferimento ai ricorsi amministrativi è ammissibile proporre ricorso gerarchico  proprio per dedurre motivi di merito?  Sì, l'ammissibilità del ricorso per motivi di merito è regola generale per i ricorsi  gerarchici. ","No, l'ammissibilità del ricorso per motivi di merito è tassativamente esclusa. ","Sì, l'ammissibilità del ricorso per motivi di merito è regola generale per tutti i "
Le autorità amministrative indipendenti: ,"Sono soggetti o enti pubblici, istituiti con legge, che esercitano in prevalenza funzioni  amministrative in ambiti considerati sensibili o  di alto contenuto tecnico, tali da esigere una peculiare posizione di autonomia e di  indipendenza nei confronti del Governo, allo scopo  di garantire una maggiore imparzialità rispetto agli interessi coinvolti. ","Sono organi strumentali dello Stato, soggetti ai controlli e alle direttive del Ministro  cui fanno capo. ",Sono enti od organismi che svolgono funzioni di coordinamento in materia di 
"A norma del Testo unico sulla documentazione amministrativa, l'autenticazione delle  copie può essere fatta dal pubblico  ufficiale dal quale è stato emesso l'originale? ","Sì, può essere fatta dal pubblico ufficiale dal quale è stato emesso o presso il quale è  depositato l'originale, o al quale deve essere  prodotto il documento, nonché da un notaio, cancelliere, segretario comunale, o altro  funzionario incaricato dal Sindaco. ","Sì, può essere fatta solo dal pubblico ufficiale dal quale è stato emesso o presso il  quale è depositato l'originale, o al quale deve essere  prodotto il documento. ","No, può essere fatta solo da un notaio o da un cancelliere. "
"A norma del disposto di cui all'art. 5 co. 3, L. 400/1988, quale delle seguenti  funzioni il Presidente del Consiglio dei ministri  può delegare ad un Ministro? ","Cura della tempestiva comunicazione alle Camere dei procedimenti normativi in corso nelle  Comunità europee, informando il  Parlamento delle iniziative e posizioni assunte dal Governo nelle specifiche materie. ",Controfirma di ogni atto per il quale è intervenuta deliberazione del Consiglio dei  ministri. ,"Adozione delle direttive per assicurare l'imparzialità, il buon andamento e l'efficienza "
"Dal punto di vista dei soggetti si distinguono atti monostrutturati e pluristrutturati,  gli atti monostrutturati sono: ","Quelli emanati da un solo organo, individuale o collettivo. ",Quelli imputabili a più organi. ,"Imputabili a più soggetti che curano il medesimo interesse pubblico, anche in posizione "
"Con riguardo agli stati patologici dell'atto amministrativo e alle disposizioni  contenute nella l.n. 241/1990, la mancanza della  forma: ",Comporta la nullità dello stesso. ,Non comporta in nessun caso la nullità dello stesso. ,Non comporta alcuna conseguenza negativa per lo stesso. 
Si indichi quale vizio della motivazione del provvedimento amministrativo costituisce  vizio di violazione di legge. ,Mancata comunicazione di provvedimento negativo nei casi indicati nell'art. 10-bis della  l. n. 241/1990. ,Motivazione illogica. ,Motivazione contradditoria. 
"Nell'ambito del procedimento amministrativo quale è il termine previsto dall'art. 73  C.p.a. per la produzione di documenti? A) Quaranta giorni liberi prima dell'udienza.  B) Trenta giorni liberi prima dell'udienza.  C) Venti giorni liberi prima dell'udienza.  611. In materia di responsabilità dei Ministri, la Costituzione statuisce che: ","I Ministri sono responsabili collegialmente degli atti del Consiglio dei ministri, e  individualmente degli atti dei loro dicasteri. ",I Ministri sono responsabili collegialmente degli atti del Consiglio dei ministri e degli  atti dei loro dicasteri. ,I Ministri sono responsabili individualmente degli atti del Consiglio dei ministri e 
"L'art. 6 della l. n. 241/1990, in sede di specificazione dei compiti primari del  responsabile del procedimento, dispone  espressamente che il responsabile: ","Propone l'indizione o, avendone la competenza, indice le conferenze di servizi. ","Può chiedere il rilascio di dichiarazioni, ma non la rettifica di istanze incomplete. ",Non è competente all'adozione del provvedimento finale. 
"Con riferimento ai provvedimenti amministrativi di II grado, la proroga: ",Non ha effetto retroattivo. ,È un istituto espressamente previsto per gli atti nulli. ,Ricorre quando l'Amministrazione modifica parzialmente un precedente atto. 
Ai sensi dell'art. 14 bis comma 1 della legge 241/1990 la conferenza decisoria si  svolge in forma: ,Semplificata e modalità asincrona. ,Semplificata e modalità sincrona. ,Aggravata e modalità sincrona. 
"A norma di quanto dispone la legge n. 936/1986, la qualità di Presidente del Consiglio  nazionale dell'economia e del lavoro: ","È incompatibile, tra l'altro, con quella di membro del Governo e di consigli o assemblee  regionali. ",È incompatibile solo con quella di membro del Parlamento nazionale ed europeo. ,È compatibile con qualsiasi incarico pubblico o privato. 
"Con riferimento agli elementi del provvedimento amministrativo, la condizione: ",Subordina gli effetti dell'atto al verificarsi di un evento futuro e incerto. ,È elemento accidentale che sottopone l'efficacia dell'atto o alcuni effetti al  verificarsi di un evento futuro e certo. ,È un elemento accidentale che indica il momento dal quale deve avere inizio l'efficacia 
"Con riferimento agli elementi del provvedimento amministrativo, le riserve: ",Sono dichiarazioni con le quali l'amministrazione avoca a sé la possibilità di esercitare  successivamente il medesimo potere a seguito  di una nuova valutazione degli interessi pubblici. ,Subordinano gli effetti dell'atto al verificarsi di un evento futuro e incerto. ,Sono elementi accidentali che indicano il momento dal quale deve avere inizio l'efficacia 
"Con riferimento al riesame con esito conservativo del provvedimento adottato, la  conversione: ","Consiste nel considerare un atto invalido (nullo, a volte annullabile) come appartenente  ad altro tipo, di cui esso presenta i requisiti di  forma e di sostanza. ",Consente la conservazione di un provvedimento invalido mediante l'adozione sopravvenuta  di atti infraprocedimentali inizialmente  omessi. ,"È un provvedimento nuovo, autonomo, costitutivo, con cui viene eliminato il vizio di "
"I regolamenti di riordino (art. 17, co. 4-ter, l. n. 400/1988): ","Sono abilitati al periodico riordino delle disposizioni regolamentari vigenti, alla  ricognizione di quelle che hanno esaurito la loro  funzione. ","Si sostituiscono alle precedenti disposizioni contenute nelle leggi o in atti aventi  forza di legge, sulla base di una legge c.d. di autorizzazione. ",Sono volti all'attuazione e all'interpretazione delle leggi e dei decreti legislativi 
"A norma di quanto dispone l'art. 55-bis del D.Lgs. n. 165/2001 per le infrazioni per le  quali è prevista l'irrogazione di  sanzioni superiori al rimprovero verbale, il responsabile della struttura presso cui presta  servizio il dipendente: ","Segnala immediatamente, e comunque entro dieci giorni, all'ufficio competente per i  procedimenti disciplinari i fatti ritenuti di  rilevanza disciplinare di cui abbia avuto conoscenza. ","Segnala immediatamente, e comunque entro venti giorni, all'ufficio competente per i  procedimenti disciplinari i fatti ritenuti di  rilevanza disciplinare di cui abbia avuto conoscenza. ","Segnala immediatamente, e comunque entro cinque giorni, all'ufficio competente per i "
"Affinché un atto amministrativo, sia valido ed efficace occorre che, oltre agli  elementi costitutivi, sussistano anche i requisiti  la cui mancanza incide sulla legittimità o sull'efficacia dell'atto. Quale tra i seguenti è  un requisito di legittimità? ",La corrispondenza all'interesse pubblico. ,La trasmissione e la pubblicazione del provvedimento. ,Il verificarsi della condizione sospensiva e del termine. 
"Con riferimento all’eccesso di potere, vizio tipico dell’attività discrezionale della  p.a., il travisamento dei fatti: ","Si configura quando il provvedimento è adottato sul presupposto dell’esistenza di fatti  in realtà inesistenti ovvero dell’inesistenza di  fatti che, al contrario, risultano esistenti. ",Si realizza quando la p.a. perviene alla decisione senza aver prima accertato le  condizioni di esercizio del potere e senza aver prima  valutato le altre soluzioni praticabili. ,Si concretizza in una sproporzione tra la sanzione e l’illecito contestato. 
Quale tra i seguenti è uno dei pilastri sui cui si fonda principalmente la riforma del  Titolo V della Costituzione operata a  partite dal 2001? ,Il nuovo riparto di competenza legislativa tra lo Stato e le Regioni (art. 117 Cost.). ,L'introduzione del controllo di legittimità sugli atti degli enti locali (art. 130 Cost.). ,La possibilità per le Regioni di disporre la fusione di Regioni esistenti o la creazione 
Indicare quale affermazione afferente le distinzioni che intercorrono tra  autorizzazione e concessione e corretta. ,"Nella concessione vi è un potere di ingerenza della P.A. nello svolgimento dell'attività  che si esprime nel potere di direzione,  sostituzione e revoca, mentre nell'autorizzazione la P.A. ha un potere di mera vigilanza,  che può tradursi solo in provvedimenti  sanzionatori. ","Sia la concessione che l'autorizzazione hanno natura costitutiva, in quanto attribuiscono  al privato un diritto di cui prima non era  titolare. ",Nell'autorizzazione vi è un potere di ingerenza della P.A. nello svolgimento 
I provvedimenti ablatori personali: ,In quanto provvedimenti che limitano la sfera giuridica dei destinatari sono soggetti al  principio di legalità. ,Sono caratterizzati dal trasferimento coattivo di un bene o di un diritto reale da un  privato alla pubblica amministrazione. ,Costituiscono atti di consenso all'esercizio di un'attività o di un potere. 
"Quale è la composizione dell'adunanza plenaria del Consiglio di Stato ai sensi  dell'art. 6 C.p.a.? A) L'adunanza plenaria è composta dal presidente del Consiglio di Stato che la presiede e da  dodici magistrati del Consiglio di Stato,  assegnati alle sezioni giurisdizionali.  B) L'adunanza plenaria è composta dal presidente del Consiglio di Stato che la presiede e da  cinque magistrati del Consiglio di Stato,  assegnati alle sezioni giurisdizionali.  C) L'adunanza plenaria è composta dal presidente del Consiglio di Stato che la presiede e da  tre magistrati del Consiglio di Stato,  assegnati alle sezioni giurisdizionali.  627. Con riferimento alla comunicazione di avvio del procedimento amministrativo (art. 8  l.n. 241/1990) una amministrazione  può prevedere forme di pubblicità unificate? ","Si, qualora per il numero dei destinatari la comunicazione personale non sia possibile o  risulti particolarmente gravosa. ",Solo se sussistono ragioni di impedimento derivanti da particolari esigenze di celerità  del procedimento. ,Nella prassi e nella sostanza l'amministrazione provvede sempre con forme di pubblicità 
Potere giuridico - Diritto potestativo - Onere. Quali tra le precedenti costituiscono  situazione giuridiche soggettive attive? ,Potere giuridico - Diritto potestativo. ,Onere - Potere giuridico. ,Diritto potestativo - Onere. 
"L'obbligo di pubblicazione degli atti di concessione di sovvenzioni, ecc. di cui  all'art. 26 del D.Lgs. n. 33/2013,: ",Costituisce condizione di efficacia dei provvedimenti che dispongano concessioni ed  attribuzioni di importo complessivo superiore a 1.000 euro. ,Deve avvenire immediatamente dopo la liquidazione delle somme oggetto del beneficio. ,Deve avvenire entro i trenta giorni successivi alla liquidazione delle somme oggetto del 
"A norma di quanto dispone l'art. 16 del D.Lgs. n. 175/2016, quale percentuale del  fatturato delle società in house deve essere  effettuato nello svolgimento dei compiti ad esse affidati dall'ente pubblico o dagli enti  pubblici soci? ",Oltre l'ottanta per cento. ,Oltre il settanta per cento. ,Oltre il novanta per cento. 
"Tra gli atti amministrativi non provvedimentali, che rappresentano semplici momenti dei  procedimenti preordinati  all'emanazione e all'operatività dei provvedimenti, rientrano: ",Le proposte ed i pareri. ,Le registrazioni e le verbalizzazioni. ,Le deliberazioni preliminari e le verbalizzazioni. 
