law_source,law_number,reference_id,question_plh,law_text,year,question,answer_1,answer_2,answer_3
c.p.,476,374.0,Il pubblico ufficiale in tema di falsitÃ materiale ex {PLH}soggiace alla pena della reclusione da uno a sei anni quando:,"(Falsità materiale commessa dal pubblico ufficiale in atti pubblici)  Il pubblico ufficiale, che, nell'esercizio delle sue funzioni, forma, in tutto o in parte, un atto falso o altera un atto vero, è punito con la reclusione da uno a sei anni.  Se la falsità concerne un atto o parte di un atto, che faccia fede fino a querela di falso, la reclusione è da tre a dieci anni. 91",,Il pubblico ufficiale in tema di falsitÃ materiale ex art. 476 c.p. soggiace alla pena della reclusione da uno a sei anni quando:,"nell'esercizio delle sue funzioni, altera un atto vero","nell'esercizio delle sue funzioni, introduce al suo superiore un atto falso","anche al di fuori delle sue funzioni, forma totalmente un atto falso"
c.p.,477,375.0,"Il pubblico ufficiale, che, nell'esercizio delle sue funzioni, contraffÃ o altera certificati o autorizzazioni amministrative Ã¨ punito ex {PLH}","(Falsità materiale commessa dal pubblico ufficiale in certificati o autorizzazioni amministrative)  Il pubblico ufficiale, che, nell'esercizio delle sue funzioni, contraffà o altera certificati o autorizzazioni amministrative, ovvero, mediante contraffazione o alterazione, fa apparire adempiute le condizioni richieste per la loro validità, è punito con la reclusione da sei mesi a tre anni.",,"Il pubblico ufficiale, che, nell'esercizio delle sue funzioni, contraffÃ o altera certificati o autorizzazioni amministrative Ã¨ punito ex art. 477 c.p.:",con la reclusione da sei mesi a tre anni,con la reclusione da un mese a sei,con la reclusione da sei a dodici anni
c.p.,480,376.0,"Il pubblico ufficiale, che, nell'esercizio delle sue funzioni, attesta falsamente, in certificati o autorizzazioni amministrative, fatti dei quali l'atto Ã¨ destinato a provare la veritÃ , Ã¨ punito ex {PLH}","(Falsità ideologica commessa dal pubblico ufficiale in certificati o in autorizzazioni amministrative)  Il pubblico ufficiale, che, nell'esercizio delle sue funzioni, attesta falsamente, in certificati o autorizzazioni amministrative, fatti dei quali l'atto è destinato a provare la verità, è punito con la reclusione da tre mesi a due anni. 86",,"Il pubblico ufficiale, che, nell'esercizio delle sue funzioni, attesta falsamente, in certificati o autorizzazioni amministrative, fatti dei quali l'atto Ã¨ destinato a provare la veritÃ , Ã¨ punito ex art. 480 c.p.:",con la reclusione da tre mesi a due anni,con il pagamento di una ammenda di 516 euro,con la reclusione da tre a otto anni
c.p.,495,377.0,Chiunque dichiara o attesta falsamente al soggetto che presta servizi di certificazione delle firme elettroniche l'identitÃ o lo stato o altre qualitÃ della propria o dell'altrui persona Ã¨ punito ex {PLH},"(Falsa attestazione o dichiarazione a un pubblico ufficiale sulla identità o su qualità personali proprie o di altri).  Chiunque dichiara o attesta falsamente al pubblico ufficiale l'identità, lo stato o altre qualità della propria o dell'altrui persona è punito con la reclusione da uno a sei anni. 336  La reclusione non è inferiore a due anni:  1) se si tratta di dichiarazioni in atti dello stato civile;  2) se la falsa dichiarazione sulla propria identità, sul proprio stato o sulle proprie qualità personali è resa all'autorità giudiziaria da un imputato o da una persona sottoposta ad indagini, ovvero se, per effetto della falsa dichiarazione, nel casellario giudiziale una decisione penale viene iscritta sotto falso nome. AGGIORNAMENTO (336) ------------  La Corte Costituzionale, con sentenza 6 aprile - 5 giugno 2023 n. 111 (in G.U. 1ª s.s. 07/06/2023 n. 23), ha dichiarato ""l'illegittimità costituzionale dell'art. 495, primo comma, del codice penale, nella parte in cui non esclude la punibilità della persona sottoposta alle indagini o dell'imputato che, richiesti di fornire le informazioni indicate nell'art. 21 norme att. cod. proc.pen. senza che siano stati loro previamente formulati gli avvertimenti di cui all'art. 64, comma 3, cod. proc. pen., abbiano reso false dichiarazioni"".",,Chiunque dichiara o attesta falsamente al soggetto che presta servizi di certificazione delle firme elettroniche l'identitÃ o lo stato o altre qualitÃ della propria o dell'altrui persona Ã¨ punito ex art. 495-bis c.p.:,con la reclusione fino ad un anno,con il pagamento di una ammenda di 516 euro,con la reclusione fino a dieci anni
c.p.,497,378.0,"Chiunque illecitamente detiene segni distintivi, contrassegni o documenti di identificazione in uso ai Corpi di polizia soggiace ex {PLH}alla pena:","(Frode nel farsi rilasciare certificati del casellario giudiziale e uso indebito di tali certificati)  Chiunque si procura con frode un certificato del casellario giudiziale o un altro certificato penale relativo ad altra persona, ovvero ne fa uso per uno scopo diverso da quello per cui esso è domandato, è punito con la reclusione fino a sei mesi o con la multa fino a lire cinquemila.",,"Chiunque illecitamente detiene segni distintivi, contrassegni o documenti di identificazione in uso ai Corpi di polizia soggiace ex art. 497-ter c.p. alla pena:",della reclusione da due a cinque anni,della reclusione da quattro a dieci anni,della reclusione da due a cinque mesi
c.p.,349,379.0,"Chiunque viola i sigilli, per disposizione della legge o per ordine dell'AutoritÃ apposti al fine di assicurare la conservazione o la identitÃ di una cosa, Ã¨ punito ex {PLH}","(Violazione di sigilli)  Chiunque viola i sigilli, per disposizione della legge o per ordine dell'Autorità apposti al fine di assicurare la conservazione o la identità di una cosa, è punito con la reclusione da sei mesi a tre anni e con la multa da lire mille a diecimila.  Se il colpevole è colui che ha in custodia la cosa, la pena è della reclusione da tre a cinque anni e della multa da lire tremila a trentamila.",,"Chiunque viola i sigilli, per disposizione della legge o per ordine dell'AutoritÃ apposti al fine di assicurare la conservazione o la identitÃ di una cosa, Ã¨ punito ex art. 349 c.p.:",con la reclusione da sei mesi a tre anni e con la multa da euro 103 a euro 1.032,con la reclusione da sei a undici mesi e con la multa da euro 10 a euro 516,con la reclusione da tre a nove anni 
c.p.,467,380.0,"Chiunque contraffÃ il sigillo dello Stato, destinato a essere apposto sugli atti del Governo, ovvero, non essendo concorso nella contraffazione, fa uso di tale sigillo da altri contraffatto Ã¨ punito ex {PLH}","(Contraffazione del sigillo dello Stato e uso del sigillo contraffatto)  Chiunque contraffà il sigillo dello Stato, destinato a essere apposto sugli atti del Governo, ovvero, non essendo concorso nella contraffazione, fa uso di tale sigillo da altri contraffatto, è punito con la reclusione da tre a sei anni e con la multa da lire mille a ventimila. 16",,"Chiunque contraffÃ il sigillo dello Stato, destinato a essere apposto sugli atti del Governo, ovvero, non essendo concorso nella contraffazione, fa uso di tale sigillo da altri contraffatto Ã¨ punito ex art. 467 c.p.:",con la reclusione da tre a sei anni e con la multa da euro 103 a euro 2.065,con la reclusione da tre a sei mesi e con la multa da euro 10 a euro 1.024,con la reclusione da sei a dodici anni e con la multa da euro 516 a euro 5.021
c.p.,471,381.0,"Chiunque, essendosi procurati i veri sigilli o i veri strumenti destinati a pubblica autenticazione o certificazione, ne fa uso a danno altrui, o a profitto di sÃ¨ o di altri, Ã¨ punito ex {PLH}","(Uso abusivo di sigilli e strumenti veri)  Chiunque, essendosi procurati i veri sigilli o i veri strumenti destinati a pubblica autenticazione o certificazione, ne fa uso a danno altrui, o a profitto di sé o di altri, è punito con la reclusione fino a tre anni e con la multa fino a lire tremila. 16",,"Chiunque, essendosi procurati i veri sigilli o i veri strumenti destinati a pubblica autenticazione o certificazione, ne fa uso a danno altrui, o a profitto di sÃ¨ o di altri, Ã¨ punito ex art. 471 c.p.:",con la reclusione fino a tre anni e con la multa fino a euro 309,con la reclusione fino a dieci anni e con la multa fino a euro 516,con la reclusione fino a tre mesi e con la multa fino a euro 103
c.p.,474,382.0,"Chiunque introduce nel territorio dello Stato, al fine di trarne profitto, prodotti industriali con marchi o altri segni distintivi, nazionali o esteri, contraffatti o alterati Ã¨ punito ex {PLH}","(Introduzione nello Stato e commercio di prodotti con segni falsi). Fuori dei casi di concorso nei reati previsti dall'articolo 473, chiunque introduce nel territorio dello Stato, al fine di trarne profitto, prodotti industriali con marchi o altri segni distintivi, nazionali o esteri, contraffatti o alterati è punito con la reclusione da uno a quattro anni e con la multa da euro 3.500 a euro 35.000.  Fuori dei casi di concorso nella contraffazione, alterazione, introduzione nel territorio dello Stato, chiunque detiene per la vendita, pone in vendita o mette altrimenti in circolazione, al fine di trarne profitto, i prodotti di cui al primo comma è punito con la reclusione fino a due anni e con la multa fino a euro 20.000.  I delitti previsti dai commi primo e secondo sono punibili a condizione che siano state osservate le norme delle leggi interne, dei regolamenti comunitari e delle convenzioni internazionali sulla tutela della proprietà intellettuale o industriale.",,"Chiunque introduce nel territorio dello Stato, al fine di trarne profitto, prodotti industriali con marchi o altri segni distintivi, nazionali o esteri, contraffatti o alterati Ã¨ punito ex art. 474 c.p.:",con la reclusione da uno a quattro anni e con la multa da euro 3.500 a euro 35.000,con la reclusione da uno a quattro mesi e con la multa da euro 35 a euro 350,con la reclusione da quattro a dodici anni
c.p.,483,383.0,"Chiunque attesta falsamente al pubblico ufficiale, in un atto pubblico, fatti dei quali l'atto Ã¨ destinato a provare la veritÃ , Ã¨ punito ex {PLH}","(Falsità ideologica commessa dal privato in atto pubblico)  Chiunque attesta falsamente al pubblico ufficiale, in un atto pubblico, fatti dei quali l'atto è destinato a provare la verità, è punito con la reclusione fino a due anni.  Se si tratta di false attestazioni in atti dello stato civile, la reclusione non può essere inferiore a tre mesi.  (86) (94) (97a) 129",,"Chiunque attesta falsamente al pubblico ufficiale, in un atto pubblico, fatti dei quali l'atto Ã¨ destinato a provare la veritÃ , Ã¨ punito ex art. 483 c.p.:",con la reclusione fino a due anni,con la reclusione fino a due mesi,con la reclusione fino a dieci anni
c.p.,484,384.0,"Chiunque, essendo per legge obbligato a fare registrazioni soggette all'ispezione dell'AutoritÃ di pubblica sicurezza, o a fare notificazioni all'AutoritÃ stessa circa le proprie operazioni industriali, commerciali o professionali, scrive o lascia scrivere false indicazioni Ã¨ punito ex {PLH}","(Falsità in registri e notificazioni)  Chiunque, essendo per legge obbligato a fare registrazioni soggette all'ispezione dell'Autorità di pubblica sicurezza, o a fare notificazioni all'Autorità stessa circa le proprie operazioni industriali, commerciali o professionali, scrive o lascia scrivere false indicazioni è punito con la reclusione fino a sei mesi o con la multa fino a lire tremila.  (94) (97a) 129",,"Chiunque, essendo per legge obbligato a fare registrazioni soggette all'ispezione dell'AutoritÃ di pubblica sicurezza, o a fare notificazioni all'AutoritÃ stessa circa le proprie operazioni industriali, commerciali o professionali, scrive o lascia scrivere false indicazioni Ã¨ punito ex art. 484 c.p.:",con la reclusione fino a sei mesi o con la multa fino a euro 309,con la reclusione fino a dodici anni,con la multa fino a euro 3.650
c.p.,116,386.0,"Qualora il reato commesso sia diverso da quello voluto da taluno dei concorrenti, anche questi ne risponde, ex {PLH}se l'evento:","(Reato diverso da quello voluto da taluno dei concorrenti)  Qualora il reato commesso sia diverso da quello voluto da taluno dei concorrenti, anche questi ne risponde, se l'evento è conseguenza della sua azione od omissione.  Se il reato commesso è più grave di quello voluto, la pena è diminuita riguardo a chi volle il reato meno grave.",,"Qualora il reato commesso sia diverso da quello voluto da taluno dei concorrenti, anche questi ne risponde, ex art. 116 c.p. se l'evento:",Ã¨ conseguenza della sua omissione,Ã¨ conseguenza della sua relazione,Ã¨ connesso ai suoi familiari
c.p.,122,387.0,Il reato commesso in danno di piÃ¹ persone Ã¨ punibile ex {PLH},(Querela di uno fra più offesi)  Il reato commesso in danno di più persone è punibile anche se la querela è proposta da una soltanto di esse.,,Il reato commesso in danno di piÃ¹ persone Ã¨ punibile ex art. 122 c.p.:,anche se la querela Ã¨ proposta da una soltanto di esse,anche se la querela Ã¨ proposta da una persona delegata dalle altre persone offese,soltanto se la querela Ã¨ proposta da tutte le persone offese o i loro procuratori speciali
c.p.,123,388.0,La querela ex {PLH}si estende di diritto:,(Estensione della querela)  La querela si estende di diritto a tutti coloro che hanno commesso il reato.,,La querela ex art. 123 c.p. si estende di diritto:,a tutti coloro che hanno commesso il reato,a coloro che hanno venduto i mezzi per il reato,agli ascendenti di coloro che hanno commesso il reato
c.p.,126,389.0,Se la querela Ã¨ stata giÃ proposta ex {PLH},"(Estinzione del diritto di querela)  Il diritto di querela si estingue con la morte della persona offesa.  Se la querela è stata già proposta, la morte della persona offesa non estingue il reato.",,Se la querela Ã¨ stata giÃ proposta ex art. 126 c.p.:,la morte della persona offesa non estingue il reato,la morte della persona offesa estingue il reato,"la morte del reo, avvenuta prima della condanna, non estingue il reato"
c.p.,128,390.0,"Quando la punibilitÃ di un reato dipende dalla richiesta dell'AutoritÃ , ex {PLH}la richiesta non puÃ² essere piÃ¹ proposta:","(Termine per la richiesta di procedimento)  Quando la punibilità di un reato dipende dalla richiesta dell'Autorità, la richiesta non può essere più proposta, decorsi tre mesi dal giorno in cui l'Autorità ha avuto notizia del fatto che costituisce il reato.  Quando la punibilità di un reato commesso all'estero dipende dalla presenza del colpevole nel territorio dello Stato, la richiesta non può essere più proposta, decorsi tre anni dal giorno in cui il colpevole si trova nel territorio dello Stato.",,"Quando la punibilitÃ di un reato dipende dalla richiesta dell'AutoritÃ , ex art. 128 c.p. la richiesta non puÃ² essere piÃ¹ proposta:",decorsi tre mesi dal giorno in cui l'AutoritÃ ha avuto notizia del fatto che costituisce il reato ,decorse 72 ore dal momento in cui la procura della repubblica ha avuto notizia del fatto che costituisce il reato,decorsi dieci giorni dal giorno in cui l'AutoritÃ ha avuto notizia dell'atto che verbalizza il reato
c.p.,133,391.0,Nella determinazione dell'ammontare della multa o dell'ammenda il giudice deve tenere conto ex {PLH}anche:,"(Gravità del reato: valutazione agli effetti della pena)  Nell'esercizio del potere discrezionale indicato nell'articolo precedente, il giudice deve tener conto della gravità del reato, desunta:  1° dalla natura, dalla specie, dai mezzi, dall'oggetto, dal tempo, dal luogo e da ogni altra modalità dell'azione;  2° dalla gravità del danno o del pericolo cagionato alla persona offesa dal reato;  3° dalla intensità del dolo o dal grado della colpa.  Il giudice deve tener conto, altresì, della capacità a delinquere del colpevole, desunta:  1° dai motivi a delinquere e dal carattere del reo;  2° dai precedenti penali e giudiziari e, in genere, dalla condotta e dalla vita del reo, antecedenti al reato;  3° dalla condotta contemporanea o susseguente al reato;  4° dalle condizioni di vita individuale, famigliare e sociale del reo.",,Nella determinazione dell'ammontare della multa o dell'ammenda il giudice deve tenere conto ex art. 133- bis c.p. anche:,delle condizioni economiche del reo,dell'ISEE del reo,dello stato di famiglia del reo
c.p.,135,392.0,"Quando, per qualsiasi effetto giuridico, si deve eseguire un ragguaglio fra pene pecuniarie e pene detentive, ex {PLH}il computo ha luogo calcolando:","(Ragguaglio fra pene pecuniarie e pene detentive). Salvo quanto previsto da particolari disposizioni di legge, quando, per qualsiasi effetto giuridico, si deve eseguire un ragguaglio fra pene pecuniarie e pene detentive, il computo ha luogo calcolando euro 250, o frazione di euro 250, di pena pecuniaria per un giorno di pena detentiva.",,"Quando, per qualsiasi effetto giuridico, si deve eseguire un ragguaglio fra pene pecuniarie e pene detentive, ex art. 135 c.p. il computo ha luogo calcolando:","euro 250, o frazione di euro 250, di pena pecuniaria per un giorno di pena detentiva",euro 1500 di pena pecuniaria per ogni settimana di pena detentiva,"euro 500, o frazione di euro 500, di pena pecuniaria per tre giorni di pena detentiva"
c.p.,137,393.0,La carcerazione sofferta prima che la sentenza sia divenuta irrevocabile si detrae ex {PLH},"(Carcerazione preventiva)  La carcerazione sofferta prima che la sentenza sia divenuta irrevocabile si detrae dalla durata complessiva della pena temporanea detentiva o dall'ammontare della pena pecuniaria.  La carcerazione preventiva è considerata, agli effetti della detrazione, come reclusione od arresto.",,La carcerazione sofferta prima che la sentenza sia divenuta irrevocabile si detrae ex art. 137 c.p.:,dall'ammontare della pena pecuniaria,dalla durata complessiva delle misure di sicurezza,dalla durata complessiva della misura cautelare
c.p.,153,394.0,"Per i minori degli anni quattordici e per gli interdetti a cagione di infermitÃ di mente, il diritto di remissione della querela ex {PLH}Ã¨ esercitato:","(Esercizio del diritto di remissione. Incapaci)  Per i minori degli anni quattordici e per gli interdetti a cagione di infermità di mente, il diritto di remissione è esercitato dal loro legale rappresentante.  I minori, che hanno compiuto gli anni quattordici, e gli inabilitati possono esercitare il diritto di remissione, anche quando la querela è stata proposta dal rappresentante, ma, in ogni caso , la remissione non ha effetto senza l'approvazione di questo.  Il rappresentante può rimettere la querela proposta da lui o dal rappresentato, ma la remissione non ha effetto, se questi manifesta volontà contraria.  Le disposizioni dei capoversi precedenti si applicano anche nel caso in cui il minore raggiunge gli anni quattordici, dopo che è stata proposta la querela.",,"Per i minori degli anni quattordici e per gli interdetti a cagione di infermitÃ di mente, il diritto di remissione della querela ex art. 153 c.p. Ã¨ esercitato:",dal loro legale rappresentante,dal loro tutore,dal loro curatore
c.p.,154,395.0,Se la querela Ã¨ stata proposta da piÃ¹ persone ex {PLH},"(Più querelanti: remissione di uno solo)  Se la querela è stata proposta da più persone, il reato non si estingue se non interviene la remissione di tutti i querelanti.  Se tra più persone offese da un reato taluna soltanto ha proposto querela, la remissione, che questa ha fatto, non pregiudica il diritto di querela delle altre.",,Se la querela Ã¨ stata proposta da piÃ¹ persone ex art. 154 c.p.:,il reato non si estingue se non interviene la remissione di tutti i querelanti,il reato si estingue se interviene la remissione della maggioranza dei querelanti,il reato si estingue se interviene la remissione anche solo di un querelante
c.p.,162,396.0,"Nelle contravvenzioni, per le quali la legge stabilisce la sola pena dell'ammenda, il contravventore Ã¨ ammesso a pagare prima dell'apertura del dibattimento una somma corrispondente ex {PLH}","(Oblazione nelle contravvenzioni)  Nelle contravvenzioni, per le quali la legge stabilisce la sola pena dell'ammenda, il contravventore è ammesso a pagare, prima dell'apertura del dibattimento, ovvero prima del decreto di condanna, una somma corrispondente alla terza parte del massimo della pena stabilita dalla legge per la contravvenzione commessa, oltre le spese del procedimento. 25  Il pagamento estingue il reato.",,"Nelle contravvenzioni, per le quali la legge stabilisce la sola pena dell'ammenda, il contravventore Ã¨ ammesso a pagare prima dell'apertura del dibattimento una somma corrispondente ex art. 162 c.p.:","alla terza parte del massimo della pena stabilita dalla legge per la contravvenzione commessa, oltre le spese del procedimento","alla metÃ del minimo della pena stabilita dalla legge per la contravvenzione commessa, oltre le spese del procedimento","al doppio del massimo della pena stabilita dalla legge per la contravvenzione commessa, escluse le spese del procedimento"
c.p.,74,397.0,Se piÃ¹ reati importano pene temporanee detentive di specie diversa ex {PLH},"(Concorso di reati che importano pene detentive di specie diversa)   Se più reati importano pene temporanee detentive di specie diversa, queste si applicano tutte distintamente e per intero.  La pena dell'arresto è eseguita per ultima.",,Se piÃ¹ reati importano pene temporanee detentive di specie diversa ex art. 74 c.p.:,queste si applicano tutte distintamente e per intero. La pena dell'arresto Ã¨ eseguita per ultima,queste si applicano tutte complessivamente e per intero. La pena dell'arresto Ã¨ eseguita per prima,queste si applicano tutte distintamente e in misura proporzionale. La pena dell'arresto Ã¨ eseguita per prima.
c.p.,170,398.0,"Quando un reato Ã¨ il presupposto di un altro reato, ex {PLH}la causa che lo estingue:","(Estinzione di un reato che sia presupposto, elemento costitutivo o circostanza aggravante di un altro reato)  Quando un reato è il presupposto di un altro reato, la causa che lo estingue non si estende all'altro reato.  La causa estintiva di un reato, che è elemento costitutivo o circostanza aggravante di un reato complesso, non si estende al reato complesso.  L'estinzione di taluno fra più reati connessi non esclude, per gli altri, l'aggravamento di pena derivante dalla connessione.",,"Quando un reato Ã¨ il presupposto di un altro reato, ex art. 170 c.p. la causa che lo estingue:",non si estende all'altro reato,si estende alla pena accessoria,si estende all'altro reato
c.p.,171,399.0,La morte del reo estingue la pena ex {PLH}se:,"(Morte del reo dopo la condanna)  La morte del reo, avvenuta dopo la condanna, estingue la pena.",,La morte del reo estingue la pena ex art. 171 c.p. se:,avvenuta dopo la condanna,avvenuta durante la sentenza,Ã¨ minore di dieci anni di detenzione
c.p.,172,400.0,"Se l'esecuzione della pena Ã¨ subordinata alla scadenza di un termine o al verificarsi di una condizione, ex {PLH}il tempo necessario per la estinzione della pena decorre:","(Estinzione delle pene della reclusione e della multa per decorso del tempo)  La pena della reclusione si estingue col decorso di un tempo pari al doppio della pena inflitta e, in ogni caso, non superiore a trenta e non inferiore a dieci anni.  La pena della multa si estingue nel termine di dieci anni.  Quando, congiuntamente alla pena della reclusione, è inflitta la pena della multa, per l'estinzione dell'una e dell'altra pena si ha riguardo soltanto al decorso del tempo stabilito per la reclusione.  Il termine decorre dal giorno in cui la condanna è divenuta irrevocabile, ovvero dal giorno in cui il condannato si è sottratto volontariamente alla esecuzione già iniziata della pena.  Se l'esecuzione della pena è subordinata alla scadenza di un termine o al verificarsi di una condizione, il tempo necessario per la estinzione della pena decorre dal giorno in cui il termine è scaduto o la condizione si è verificata.  Nel caso di concorso di reati si ha riguardo, per l'estinzione della pena, a ciascuno di essi, anche se le pene sono state inflitte con la medesima sentenza.  L'estinzione delle pene non ha luogo, se si tratta di recidivi, nei casi preveduti dai capoversi dell'articolo 99, o di delinquenti abituali, professionali o per tendenza; ovvero se il condannato, durante il tempo necessario per l'estinzione della pena, riporta una condanna alla reclusione per un delitto della stessa indole. 90",,"Se l'esecuzione della pena Ã¨ subordinata alla scadenza di un termine o al verificarsi di una condizione, ex art. 172 c.p. il tempo necessario per la estinzione della pena decorre:",dal giorno in cui il termine Ã¨ scaduto o la condizione si Ã¨ verificata,dalla mezzanotte in cui il termine Ã¨ spirato o la condizione Ã¨ giunta a maturazione,dal giorno in cui il termine Ã¨ partito o la condizione Ã¨ stata verbalizzata
c.p.,173,401.0,Le pene dell'arresto e dell'ammenda si estinguono ex {PLH}nel termine:,"(Estinzione delle pene dell'arresto e dell'ammenda per decorso del tempo)  Le pene dell'arresto e dell'ammenda si estinguono nel termine di cinque anni. Tale termine è raddoppiato se si tratta di recidivi, nei casi preveduti dai capoversi dell'articolo 99, ovvero di delinquenti abituali, professionali o per tendenza.  Se, congiuntamente alla pena dell'arresto, è inflitta la pena dell'ammenda, per l'estinzione dell'una e dell'altra pena si ha riguardo soltanto al decorso del termine stabilito per l'arresto.  Per la decorrenza del termine si applicano le disposizioni del terzo, quarto e quinto capoverso dell'articolo precedente.",,Le pene dell'arresto e dell'ammenda si estinguono ex art. 173 c.p. nel termine:,di cinque anni,di dieci mesi,di dieci anni
c.p.,174,402.0,"L'indulto o la grazia condona, in tutto o in parte, la pena inflitta. Inoltre, ex {PLH} ","(Indulto e grazia)  L'indulto o la grazia condona, in tutto o in parte, la pena inflitta, o la commuta in un'altra specie di pena stabilita dalla legge. Non estingue le pene accessorie, salvo che il decreto disponga diversamente, e neppure gli altri effetti penali della condanna.  Nel concorso di più reati, l'indulto si applica una sola volta, dopo cumulate le pene, secondo le norme concernenti il concorso dei reati.  Si osservano, per l'indulto, le disposizioni contenute nei tre ultimi capoversi dell'articolo 151.",,"L'indulto o la grazia condona, in tutto o in parte, la pena inflitta. Inoltre, ex art. 174 c.p.: ","non estingue le pene accessorie, salvo che il decreto disponga diversamente",non estingue le pene accessorie in nessun caso,"estingue le misure cautelari, salvo che il procuratore disponga diversamente"
c.p.,176,403.0,"Il condannato a pena detentiva che, durante il tempo di esecuzione della pena, abbia tenuto un comportamento tale dal far ritenere sicuro il suo ravvedimento, ex {PLH}puÃ² essere ammesso alla liberazione condizionale, se ha scontato:","(Liberazione condizionale).  Il condannato a pena detentiva che, durante il tempo di esecuzione della pena, abbia tenuto un comportamento tale dal far ritenere sicuro il suo ravvedimento, può essere ammesso alla liberazione condizionale, se ha scontato almeno trenta mesi e comunque almeno metà della pena inflittagli, qualora il rimanente della pena non superi i cinque anni.  Se si tratta di recidivo, nei casi preveduti dai capoversi dell'articolo 99, il condannato, per essere ammesso alla liberazione condizionale, deve avere scontato almeno quattro anni di pena e non meno di tre quarti della pena inflittagli. Il condannato all'ergastolo può essere ammesso alla liberazione condizionale quando abbia scontato almeno ventisei anni di pena.  La concessione della liberazione condizionale è subordinata all'adempimento delle obbligazioni civili derivanti dal reato, salvo che il condannato dimostri di trovarsi nell'impossibilità di adempierle.",,"Il condannato a pena detentiva che, durante il tempo di esecuzione della pena, abbia tenuto un comportamento tale dal far ritenere sicuro il suo ravvedimento, ex art. 176 c.p. puÃ² essere ammesso alla liberazione condizionale, se ha scontato:","almeno trenta mesi e comunque almeno metÃ della pena inflittagli, qualora il rimanente della pena non superi i cinque anni","almeno dieci anni e comunque almeno un terzo della pena inflittagli, qualora il rimanente della pena non superi i venticinque anni","almeno cinque anni e comunque almeno metÃ della pena inflittagli, qualora il rimanente della pena non superi i quindici anni"
c.p.,176,404.0,La concessione della liberazione condizionale Ã¨ subordinata ex {PLH}all'adempimento:,"(Liberazione condizionale).  Il condannato a pena detentiva che, durante il tempo di esecuzione della pena, abbia tenuto un comportamento tale dal far ritenere sicuro il suo ravvedimento, può essere ammesso alla liberazione condizionale, se ha scontato almeno trenta mesi e comunque almeno metà della pena inflittagli, qualora il rimanente della pena non superi i cinque anni.  Se si tratta di recidivo, nei casi preveduti dai capoversi dell'articolo 99, il condannato, per essere ammesso alla liberazione condizionale, deve avere scontato almeno quattro anni di pena e non meno di tre quarti della pena inflittagli. Il condannato all'ergastolo può essere ammesso alla liberazione condizionale quando abbia scontato almeno ventisei anni di pena.  La concessione della liberazione condizionale è subordinata all'adempimento delle obbligazioni civili derivanti dal reato, salvo che il condannato dimostri di trovarsi nell'impossibilità di adempierle.",,La concessione della liberazione condizionale Ã¨ subordinata ex art. 176 c.p. all'adempimento:,delle obbligazioni civili derivanti dal reato,delle misure cautelari derivanti dal reato,delle pene accessorie derivanti dal reato
c.p.,178,405.0,La riabilitazione ex {PLH}estingue:,"(Riabilitazione)  La riabilitazione estingue le pene accessorie ed ogni altro effetto penale della condanna, salvo che la legge disponga altrimenti.",,La riabilitazione ex art. 178 c.p. estingue:,"le pene accessorie ed ogni altro effetto penale della condanna, salvo che la legge disponga altrimenti",le obbligazioni risarcitorie ed ogni altro effetto civile della condanna,"le pene alternative ed ogni altro effetto penale della condanna, salvo che il decreto disponga altrimenti"
c.p.,187,406.0,L'obbligo alle restituzioni e alla pubblicazione della sentenza penale di condanna ex {PLH}Ã¨:,(Indivisibilità e solidarietà nelle obbligazioni ex delicto)  L'obbligo alle restituzioni e alla pubblicazione della sentenza penale di condanna è indivisibile.  I condannati per uno stesso reato sono obbligati in solido al risarcimento del danno patrimoniale o non patrimoniale.,,L'obbligo alle restituzioni e alla pubblicazione della sentenza penale di condanna ex art. 187 c.p. Ã¨:,indivisibile,separabile,inalienabile
c.p.,188,407.0,Il condannato Ã¨ obbligato ex {PLH}a rimborsare all'erario dello Stato le spese per:,"(Spese per il mantenimento del condannato. Obbligo di rimborso)  Il condannato è obbligato a rimborsare all'erario dello Stato le spese per il suo mantenimento negli stabilimenti di pena, e risponde di tale obbligazione con tutti i suoi beni mobili e immobili, presenti e futuri, a norma delle leggi civili.  L'obbligazione non si estende alla persona civilmente responsabile, e non si trasmette agli eredi del condannato.159",,Il condannato Ã¨ obbligato ex art. 188 c.p. a rimborsare all'erario dello Stato le spese per:,il suo mantenimento negli stabilimenti di pena,la parcella del suo difensore d'ufficio,l'affissione della sentenza di condanna
c.p.,187,408.0,I condannati per uno stesso reato sono obbligati in solido ex {PLH},(Indivisibilità e solidarietà nelle obbligazioni ex delicto)  L'obbligo alle restituzioni e alla pubblicazione della sentenza penale di condanna è indivisibile.  I condannati per uno stesso reato sono obbligati in solido al risarcimento del danno patrimoniale o non patrimoniale.,,I condannati per uno stesso reato sono obbligati in solido ex art. 187 c.p.:,al risarcimento del danno patrimoniale o non patrimoniale,al solo risarcimento del danno patrimoniale,al risarcimento del danno erariale o contabile
