Source,Article,Comma number,Comma content
c.p.p.,Art. 311,4.,"4. Nei casi previsti dai commi 1 e 2, i motivi devono essere enunciati contestualmente al ricorso, ma il ricorrente ha facoltà di enunciare nuovi motivi davanti alla corte di cassazione, prima dell'inizio della discussione."
c.p.p.,Art. 311,5.,5. La Corte di cassazione decide entro trenta giorni dalla ricezione degli atti osservando le forme previste dall'articolo 127.(274)(278)
c.p.p.,Art. 311,5-bis.,"5-bis. Se è stata annullata con rinvio, su ricorso dell'imputato, un'ordinanza che ha disposto o confermato la misura coercitiva ai sensi dell'articolo 309, comma 9, il giudice decide entro dieci giorni dalla ricezione degli atti e l'ordinanza è depositata in cancelleria entro trenta giorni dalla decisione. Se la decisione ovvero il deposito dell'ordinanza non intervengono entro i termini prescritti, l'ordinanza che ha disposto la misura coercitiva perde efficacia, salvo che l'esecuzione sia sospesa ai sensi dell'articolo 310, comma 3, e, salve eccezionali esigenze cautelari specificamente motivate, non può essere rinnovata.(274)(278)"
c.p.p.,Art. 312,1.,"1. Nei casi previsti dalla legge, l'applicazione provvisoria delle misure di sicurezza è disposta dal giudice, su richiesta del pubblico ministero, in qualunque stato e grado del procedimento, quando sussistono gravi indizi di commissione del fatto e non ricorrono le condizioni previste dall'articolo 273 comma 2.
PMT114 PMP118"
c.p.p.,Art. 313,1.,"1. Il giudice provvede con ordinanza a norma dell'articolo 292, previo accertamento sulla pericolosità sociale dell'imputato. Ove non sia stato possibile procedere all'interrogatorio della persona sottoposta alle indagini prima della pronuncia del provvedimento, si applica la disposizione dell'articolo 294."
c.p.p.,Art. 313,2.,"2. Salvo quanto previsto dall'articolo 299 comma 1, ai fini dell'articolo 206 comma 2 del codice penale, il giudice procede a nuovi accertamenti sulla pericolosità sociale dell'imputato nei termini indicati nell'articolo 72."
c.p.p.,Art. 313,3.,"3. Ai fini delle impugnazioni, la misura prevista dall'articolo 312 è equiparata alla custodia cautelare. Si applicano le norme sulla riparazione per l'ingiusta detenzione."
c.p.p.,Art. 314,1.,"1. Chi è stato prosciolto con sentenza irrevocabile perché il fatto non sussiste, per non aver commesso il fatto, perché il fatto non costituisce reato o non è previsto dalla legge come reato, ha diritto a un'equa riparazione per la custodia cautelare subita, qualora non vi abbia dato o concorso a darvi causa per dolo o colpa grave. ((L'esercizio da parte dell'imputato della facoltà di cui all'articolo 64, comma 3, lettera b), non incide sul diritto alla riparazione di cui al primo periodo.)) (102)"
c.p.p.,Art. 314,2.,"2. Lo stesso diritto spetta al prosciolto per qualsiasi causa o al condannato che nel corso del processo sia stato sottoposto a custodia cautelare, quando con decisione irrevocabile risulti accertato che il provvedimento che ha disposto la misura è stato emesso o mantenuto senza che sussistessero le condizioni di applicabilità previste dagli articoli 273 e 280. (102)"
c.p.p.,Art. 314,3.,"3. Le disposizioni dei commi 1 e 2 si applicano, alle medesime condizioni, a favore delle persone nei cui confronti sia pronunciato provvedimento di archiviazione ovvero sentenza di non luogo a procedere."
c.p.p.,Art. 314,4.,4. Il diritto alla riparazione è escluso per quella parte della custodia cautelare che sia computata ai fini della determinazione della misura di una pena ovvero per il periodo in cui le limitazioni conseguenti all'applicazione della custodia siano state sofferte anche in forza di altro titolo.
c.p.p.,Art. 314,5.,"5. Quando con la sentenza o con il provvedimento di archiviazione è stato affermato che il fatto non è previsto dalla legge come reato per abrogazione della norma incriminatrice, il diritto alla riparazione è altresì escluso per quella parte di custodia cautelare sofferta prima della abrogazione medesima. (76) (160)"
c.p.p.,Art. 315,1.,"1. La domanda di riparazione deve essere proposta, a pena di inammissibilità, entro due anni dal giorno in cui la sentenza di proscioglimento o di condanna è divenuta irrevocabile, la sentenza di non luogo a procedere è divenuta inoppugnabile o è stata effettuata la notificazione del provvedimento di archiviazione alla persona nei cui confronti è stato pronunciato a norma del comma 3 dell'articolo 314;"
c.p.p.,Art. 315,2.,2. L'entità della riparazione non può comunque eccedere lire un miliardo
c.p.p.,Art. 315,3.,"3. Si applicano, in quanto compatibili, le norme sulla riparazione dell'errore giudiziario."
c.p.p.,Art. 316,1.,"1. Se vi è fondata ragione di ritenere che manchino o si disperdano le garanzie per il pagamento ((...)) delle spese di procedimento e di ogni altra somma dovuta all'erario dello Stato, il pubblico ministero, in ogni stato e grado del processo di merito, chiede il sequestro conservativo dei beni mobili o immobili dell'imputato o delle somme o cose a lui dovute, nei limiti in cui la legge ne consente il pignoramento."
c.p.p.,Art. 316,1-bis.,"1-bis. Quando procede per il delitto di omicidio commesso contro il coniuge, anche legalmente separato o divorziato, contro l'altra parte dell'unione civile, anche se l'unione civile è cessata, o contro la persona che è o è stata legata da relazione affettiva e stabile convivenza, il pubblico ministero rileva la presenza di figli della vittima minorenni o maggiorenni economicamente non autosufficienti e, in ogni stato e grado del procedimento, chiede il sequestro conservativo dei beni di cui al comma 1, a garanzia del risarcimento dei danni civili subiti dai figli delle vittime."
c.p.p.,Art. 316,2.,"2. Se vi è fondata ragione di ritenere che manchino o si disperdano le garanzie delle obbligazioni civili derivanti dal reato, la parte civile può chiedere il sequestro conservativo dei beni dell'imputato o del responsabile civile, secondo quanto previsto dal comma 1."
c.p.p.,Art. 316,3.,3. Il sequestro disposto a richiesta del pubblico ministero giova anche alla parte civile.
c.p.p.,Art. 316,4.,"4. Per effetto del sequestro i crediti indicati nei commi 1 e 2 si considerano privilegiati, rispetto a ogni altro credito non privilegiato di data anteriore e ai crediti sorti posteriormente, salvi, in ogni caso, i privilegi stabiliti a garanzia del pagamento dei tributi."
c.p.p.,Art. 317,1.,1. Il provvedimento che dispone il sequestro conservativo a richiesta del pubblico ministero o della parte civile è emesso con ordinanza del giudice che procede.
c.p.p.,Art. 317,2.,"2. Se è stata pronunciata sentenza di condanna, di proscioglimento o di non luogo a procedere, soggetta a impugnazione, il sequestro è ordinato, prima che gli atti siano trasmessi al giudice dell'impugnazione, dal giudice che ha pronunciato la sentenza e, successivamente, dal giudice che deve decidere sull'impugnazione.
Dopo il provvedimento che dispone il giudizio e prima che gli atti siano trasmessi al giudice competente, provvede il giudice per le indagini preliminari."
c.p.p.,Art. 317,3.,3. Il sequestro è eseguito dall'ufficiale giudiziario con le forme prescritte dal codice di procedura civile per l'esecuzione del sequestro conservativo sui beni mobili o immobili.
c.p.p.,Art. 317,4.,"4. ((Salvo quanto disposto dal comma 1-ter dell'articolo 578, gli)) effetti del sequestro cessano quando la sentenza di proscioglimento o di non luogo a procedere non è più soggetta a impugnazione. La cancellazione della trascrizione del sequestro di immobili è eseguita a cura del pubblico ministero. Se il pubblico ministero non provvede, l'interessato può proporre incidente di esecuzione."
c.p.p.,Art. 318,1.,"1. Contro l'ordinanza di sequestro conservativo chiunque vi abbia interesse può proporre richiesta di riesame, anche nel merito, a norma dell'articolo 324."
c.p.p.,Art. 318,2.,2. La richiesta di riesame non sospende l'esecuzione del provvedimento.
c.p.p.,Art. 319,1.,"1. Se l'imputato o il responsabile civile offre cauzione idonea a garantire i crediti indicati nell'articolo 316, il giudice dispone con decreto che non si faccia luogo al sequestro conservativo e stabilisce le modalità con cui la cauzione deve essere prestata."
c.p.p.,Art. 319,2.,"2. Se l'offerta è proposta con la richiesta di riesame, il giudice revoca il sequestro conservativo quando ritiene la cauzione proporzionata al valore delle cose sequestrate."
c.p.p.,Art. 319,3.,"3. Il sequestro è altresì revocato dal giudice se l'imputato o il responsabile civile offre, in qualunque stato e grado del processo di merito, cauzione idonea."
c.p.p.,Art. 320,1.,"1. Il sequestro conservativo si converte in pignoramento quando ((...)) diventa esecutiva la sentenza che condanna l'imputato e il responsabile civile al risarcimento del danno in favore della parte civile, fatto salvo quanto previsto dal comma 2-bis dell'articolo 539. La conversione non estingue il privilegio previsto dall'articolo 316 comma 4."
c.p.p.,Art. 320,2.,"2. Salva l'azione per ottenere con le forme ordinarie il pagamento delle somme che rimangono ancora dovute, l'esecuzione forzata sui beni sequestrati ha luogo nelle forme prescritte dal codice di procedura civile. Sul prezzo ricavato dalla vendita dei beni sequestrati e sulle somme depositate a titolo di cauzione e non devolute alla cassa delle ammende, sono pagate, nell'ordine, le somme dovute alla parte civile a titolo di risarcimento del danno e di spese processuali, ((...)) le spese di procedimento e ogni altra somma dovuta all'erario dello Stato."
c.p.p.,Art. 321,1.,"1. Quando vi è pericolo che la libera disponibilità di una cosa pertinente al reato possa aggravare o protrarre le conseguenze di esso ovvero agevolare la commissione di altri reati, a richiesta del pubblico ministero il giudice competente a pronunciarsi nel merito ne dispone il sequestro con decreto motivato. Prima dell'esercizio dell'azione penale provvede il giudice per le indagini preliminari."
c.p.p.,Art. 321,2.,2. Il giudice può altresì disporre il sequestro delle cose di cui è consentita la confisca.
c.p.p.,Art. 321,2-bis.,2-bis. Nel corso del procedimento penale relativo a delitti previsti dal capo I del titolo II del libro secondo del codice penale il giudice dispone il sequestro dei beni di cui è consentita la confisca.
c.p.p.,Art. 321,3.,"3. Il sequestro è immediatamente revocato a richiesta del pubblico ministero o dell'interessato quando risultano mancanti, anche per fatti sopravvenuti, le condizioni di applicabilità previste dal comma 1. Nel corso delle indagini preliminari provvede il pubblico ministero con decreto motivato, che è notificato a coloro che hanno diritto di proporre impugnazione. Se vi è richiesta di revoca dell'interessato, il pubblico ministero, quando ritiene che essa vada anche in parte respinta, la trasmette al giudice, cui presenta richieste specifiche nonché gli elementi sui quali fonda le sue valutazioni. La richiesta è trasmessa non oltre il giorno successivo a quello del deposito nella segreteria."
c.p.p.,Art. 321,3-bis.,"3-bis. Nel corso delle indagini preliminari, quando non è possibile, per la situazione di urgenza, attendere il provvedimento del giudice, il sequestro è disposto con decreto motivato dal pubblico ministero. Negli stessi casi, prima dell'intervento del pubblico ministero, al sequestro procedono ufficiali di polizia giudiziaria, i quali, nelle quarantotto ore successive, trasmettono il verbale al pubblico ministero del luogo in cui il sequestro è stato eseguito. Questi, se non dispone la restituzione delle cose sequestrate, richiede al giudice la convalida e l'emissione del decreto previsto dal comma 1 entro quarantotto ore dal sequestro, se disposto dallo stesso pubblico ministero, o dalla ricezione del verbale, se il sequestro è stato eseguito di iniziativa dalla polizia giudiziaria."
c.p.p.,Art. 321,3-ter.,"3-ter. Il sequestro perde efficacia se non sono osservati i termini previsti dal comma 3-bis ovvero se il giudice non emette l'ordinanza di convalida entro dieci giorni dalla ricezione della richiesta.
Copia dell'ordinanza è immediatamente notificata alla persona alla quale le cose sono state sequestrate."
c.p.p.,Art. 323,1.,"1. Con la sentenza di proscioglimento o di non luogo a procedere, ancorché soggetta a impugnazione, il giudice ordina che le cose sequestrate siano restituite a chi ne abbia diritto, quando non deve disporre la confisca a norma dell'articolo 240 del codice penale. Il provvedimento è immediatamente esecutivo."
c.p.p.,Art. 323,2.,"2. Quando esistono più esemplari identici della cosa sequestrata e questa presenta interesse a fini di prova, il giudice, anche dopo la sentenza di proscioglimento o di non luogo a procedere impugnata dal pubblico ministero, ordina che sia mantenuto il sequestro di un solo esemplare e dispone la restituzione degli altri esemplari."
c.p.p.,Art. 323,3.,"3. Se è pronunciata sentenza di condanna, gli effetti del sequestro permangono quando è stata disposta la confisca delle cose sequestrate."
c.p.p.,Art. 323,4.,"4. La restituzione non è ordinata se il giudice dispone, a richiesta del pubblico ministero o della parte civile, che sulle cose appartenenti all'imputato o al responsabile civile sia mantenuto il sequestro a garanzia dei crediti indicati nell'articolo 316."
c.p.p.,Art. 324,1.,"1. La richiesta di riesame è presentata, nella cancelleria del tribunale indicato nel comma 5, entro dieci giorni dalla data di esecuzione del provvedimento che ha disposto il sequestro o dalla diversa data in cui l'interessato ha avuto conoscenza dell'avvenuto sequestro."
c.p.p.,Art. 324,2.,"2. La richiesta è presentata con le forme previste dall'articolo 582. Se la richiesta è proposta dall'imputato non detenuto né internato, questi, ove non abbia già dichiarato o eletto domicilio ((...)), deve indicare il domicilio presso il quale intende ricevere l'avviso previsto dal comma 6; in mancanza, l'avviso è notificato mediante consegna al difensore. Se la richiesta è proposta da un'altra persona e questa abbia omesso di dichiarare il proprio domicilio, l'avviso è notificato mediante deposito in cancelleria."
c.p.p.,Art. 324,3.,"3. La cancelleria dà immediato avviso all'autorità giudiziaria procedente che, entro il giorno successivo, trasmette al tribunale gli atti su cui si fonda il provvedimento oggetto del riesame."
c.p.p.,Art. 324,4.,"4. Con la richiesta di riesame possono essere enunciati anche i motivi. Chi ha proposto la richiesta ha, inoltre, facoltà di enunciare nuovi motivi davanti al giudice del riesame, facendone dare atto a verbale prima dell'inizio della discussione."
c.p.p.,Art. 324,5.,"5. Sulla richiesta di riesame, in composizione collegiale, decide il tribunale del capoluogo della provincia nella quale ha sede l'ufficio che ha emesso il provvedimento nel termine di dieci giorni dalla ricezione degli atti. (90) (90a)"
c.p.p.,Art. 324,6.,"6. Il procedimento davanti al tribunale si svolge in camera di consiglio nelle forme previste dall'articolo 127. Almeno tre giorni prima, l'avviso della data fissata per l'udienza è comunicato al pubblico ministero e notificato al difensore e a chi ha proposto la richiesta. Fino al giorno dell'udienza gli atti restano depositati in cancelleria."
c.p.p.,Art. 324,7.,"7. Si applicano le disposizioni dell'articolo 309, commi 9, 9-bis e 10. La revoca del provvedimento di sequestro può essere parziale e non può essere disposta nei casi indicati nell'articolo 240 comma 2 del codice penale. (274) (278)"
c.p.p.,Art. 324,8.,"8. Il giudice del riesame, nel caso di contestazione della proprietà, rinvia la decisione della controversia al giudice civile, mantenendo nel frattempo il sequestro."
c.p.p.,Art. 325,1.,"1. Contro le ordinanze emesse a norma degli articoli 322- bis e 324, il pubblico ministero, l'imputato e il suo difensore, la persona alla quale le cose sono state sequestrate e quella che avrebbe diritto alla loro restituzione possono proporre ricorso per cassazione per violazione di legge."
c.p.p.,Art. 325,2.,"2. Entro il termine previsto dall'articolo 324 comma 1, comma 1, contro il decreto di sequestro emesso dal giudice può essere proposto direttamente ricorso per cassazione. La proposizione del ricorso rende inammissibile la richiesta di riesame."
c.p.p.,Art. 325,3.,"3. Si applicano le disposizioni ((dell'articolo 311, commi 3, 4 e 5))."
c.p.p.,Art. 325,4.,4. Il ricorso non sospende l'esecuzione della ordinanza.
c.p.p.,Art. 326,1.,"1. Il pubblico ministero e la polizia giudiziaria svolgono, nell'ambito delle rispettive attribuzioni, le indagini necessarie per le determinazioni inerenti all'esercizio dell'azione penale."
c.p.p.,Art. 327,1.,"1. Il pubblico ministero dirige le indagini e dispone direttamente della polizia giudiziaria (( che, anche dopo la comunicazione della notizia di reato, continua a svolgere attività di propria iniziativa secondo le modalità indicate nei successivi articoli. ))"
c.p.p.,Art. 327-bis,1.,"1. Fin dal momento dell'incarico professionale, risultante da atto scritto, il difensore ha facoltà di svolgere investigazioni per ricercare ed individuare elementi di prova a favore del proprio assistito, nelle forme e per le finalità stabilite nel titolo VI-bis del presente libro."
c.p.p.,Art. 327-bis,2.,"2. La facoltà indicata nel comma 1 può essere attribuita per l'esercizio del diritto di difesa, in ogni stato e grado del procedimento, nell'esecuzione penale e per promuovere il giudizio di revisione."
c.p.p.,Art. 327-bis,3.,"3. Le attività previste dal comma 1 possono essere svolte, su incarico del difensore, dal sostituto, da investigatori privati autorizzati e, quando sono necessarie specifiche competenze, da consulenti tecnici"
c.p.p.,Art. 328,1.,"1. Nei casi previsti dalla legge, sulle richieste del pubblico ministero, delle parti private e della persona offesa dal reato, provvede il giudice per le indagini preliminari."
c.p.p.,Art. 328,1-bis.,"1-bis. Quando si tratta di procedimenti per i delitti indicati nell'articolo 51 (( commi 3-bis e 3-quater, )) le funzioni di giudice per le indagini preliminari sono esercitate, salve specifiche disposizioni di legge, da un magistrato del tribunale del capoluogo del distretto nel cui ambito ha sede il giudice competente. (111)"
c.p.p.,Art. 328,1-ter,"1-ter ((COMMA ABROGATO DAL D.L. 23 MAGGIO 2008, N. 92 CONVERTITO CON MODIFICAZIONI DALLA L. 24 LUGLIO 2008, N. 125))."
c.p.p.,Art. 328,1-quater.,"1-quater. Quando si tratta di procedimenti per i delitti indicati nell'articolo 51,comma 3-quinquies, le funzioni di giudice per le indagini preliminari e le funzioni di giudice per l'udienza preliminare sono esercitate, salve specifiche disposizioni di legge, da un magistrato del tribunale del capoluogo del distretto nel cui ambito ha sede il giudice competente."
c.p.p.,Art. 329,1.,"1. Gli atti di indagine compiuti dal pubblico ministero e dalla polizia giudiziaria , le richieste del pubblico ministero di autorizzazione al compimento di atti di indagine e gli atti del giudice che provvedono su tali richieste sono coperti dal segreto fino a quando l'imputato non ne possa avere conoscenza e, comunque, non oltre la chiusura delle indagini preliminari. (253) (260) (263) (267) (270) (275)"
c.p.p.,Art. 329,2.,"2. Quando è ((strettamente)) necessario per la prosecuzione delle indagini, il pubblico ministero può, in deroga a quanto previsto dall'articolo 114, consentire, con decreto motivato, la pubblicazione di singoli atti o di parti di essi. In tal caso, gli atti pubblicati sono depositati presso la segreteria del pubblico ministero."
c.p.p.,Art. 329,3.,"3. Anche quando gli atti non sono più coperti dal segreto a norma del comma 1, il pubblico ministero, in caso di necessità per la prosecuzione delle indagini, può disporre con decreto motivato:
a) l'obbligo del segreto per singoli atti, quando l'imputato lo consente o quando la conoscenza dell'atto può ostacolare le indagini riguardanti altre persone;
b) il divieto di pubblicare il contenuto di singoli atti o notizie specifiche relative a determinate operazioni. (5)
---------------
AGGIORNAMENTO (5)
La L. 19 marzo 1990, n. 55, come modificata dal D.L. 31 maggio 1991, n. 164, convertito, con modificazioni, dalla L. 22 luglio 1991, n. 221 ha disposto (con l'art- 15-bis, comma 2) che ""Nei casi in cui per i fatti oggetto degli accertamenti di cui al comma 1 o per eventi connessi sia pendente procedimento penale, il prefetto può richiedere preventivamente informazioni al procuratore della Repubblica competente, il quale, in deroga all'articolo 329 del codice di procedura penale, comunica tutte le informazioni che non ritiene debbano rimanere segrete per le esigenze del procedimento."""
c.p.p.,Art. 330,1.,1. Il pubblico ministero e la polizia giudiziaria prendono notizia dei reati di propria iniziativa e ricevono le notizie di reato presentate o trasmesse a norma degli articoli seguenti.
c.p.p.,Art. 331,1.,"1. Salvo quanto stabilito dall'articolo 347, i pubblici ufficiali e gli incaricati di un pubblico servizio che, nell'esercizio o a causa delle loro funzioni o del loro servizio, hanno notizia di un reato perseguibile di ufficio, devono farne denuncia per iscritto, anche quando non sia individuata la persona alla quale il reato è attribuito."
c.p.p.,Art. 331,2.,2. La denuncia è presentata o trasmessa senza ritardo al pubblico ministero o a un ufficiale di polizia giudiziaria.
c.p.p.,Art. 331,3.,"3. Quando più persone sono obbligate alla denuncia per il medesimo fatto, esse possono anche redigere e sottoscrivere un unico atto."
c.p.p.,Art. 331,4.,"4. Se, nel corso di un procedimento civile o amministrativo, emerge un fatto nel quale si può configurare un reato perseguibile di ufficio, l'autorità che procede redige e trasmette senza ritardo la denuncia al pubblico ministero."
c.p.p.,Art. 332,1.,"1. La denuncia contiene la esposizione degli elementi essenziali del fatto e indica il giorno dell'acquisizione della notizia nonché le fonti di prova già note. Contiene inoltre, quando è possibile, le generalità, il domicilio e quanto altro valga alla identificazione della persona alla quale il fatto è attribuito, della persona offesa e di coloro che siano in grado di riferire su circostanze rilevanti per la ricostruzione dei fatti."
c.p.p.,Art. 333,1.,1. Ogni persona che ha notizia di un reato perseguibile di ufficio può farne denuncia. La legge determina i casi in cui la denuncia è obbligatoria.
c.p.p.,Art. 333,2.,"2. La denuncia è presentata oralmente o per iscritto, personalmente o a mezzo di procuratore speciale, al pubblico ministero o a un ufficiale di polizia giudiziaria; se è presentata per iscritto, è sottoscritta dal denunciante o da un suo procuratore speciale."
c.p.p.,Art. 333,3.,"3. Delle denunce anonime non può essere fatto alcun uso, salvo quanto disposto dall'articolo 240."
c.p.p.,Art. 334,1.,"1. Chi ha l'obbligo del referto deve farlo pervenire entro quarantotto ore o, se vi è pericolo nel ritardo, immediatamente al pubblico ministero o a qualsiasi ufficiale di polizia giudiziaria del luogo in cui ha prestato la propria opera o assistenza ovvero, in loro mancanza, all'ufficiale di polizia giudiziaria più vicino."
c.p.p.,Art. 334,2.,"2. Il referto indica la persona alla quale è stata prestata assistenza e, se è possibile, le sue generalità, il luogo dove si trova attualmente e quanto altro valga a identificarla nonché il luogo, il tempo e le altre circostanze dell'intervento; dà inoltre le notizie che servono a stabilire le circostanze del fatto, i mezzi con i quali è stato commesso e gli effetti che ha causato o può causare."
c.p.p.,Art. 334,3.,"3. Se più persone hanno prestato la loro assistenza nella medesima occasione, sono tutte obbligate al referto, con facoltà di redigere e sottoscrivere un unico atto."
c.p.p.,Art. 334,1.,"1. Chi ha l'obbligo del referto deve farlo pervenire entro quarantotto ore o, se vi è pericolo nel ritardo, immediatamente al pubblico ministero o a qualsiasi ufficiale di polizia giudiziaria del luogo in cui ha prestato la propria opera o assistenza ovvero, in loro mancanza, all'ufficiale di polizia giudiziaria più vicino."
c.p.p.,Art. 334,2.,"2. Il referto indica la persona alla quale è stata prestata assistenza e, se è possibile, le sue generalità, il luogo dove si trova attualmente e quanto altro valga a identificarla nonché il luogo, il tempo e le altre circostanze dell'intervento; dà inoltre le notizie che servono a stabilire le circostanze del fatto, i mezzi con i quali è stato commesso e gli effetti che ha causato o può causare."
c.p.p.,Art. 334,3.,"3. Se più persone hanno prestato la loro assistenza nella medesima occasione, sono tutte obbligate al referto, con facoltà di redigere e sottoscrivere un unico atto."
c.p.p.,Art. 335-bis,1.,"1. La mera iscrizione nel registro di cui all'articolo 335 non può, da sola, determinare effetti pregiudizievoli di natura civile o amministrativa per la persona alla quale il reato è attribuito."
c.p.p.,Art. 335-ter,1.,"1. Quando deve compiere un atto del procedimento, il giudice per le indagini preliminari, se ritiene che il reato per cui si procede debba essere attribuito a una persona che non è stata ancora iscritta nel registro delle notizie di reato, sentito il pubblico ministero, gli ordina con decreto motivato di provvedere all'iscrizione."
c.p.p.,Art. 335-ter,2.,"2. Il pubblico ministero provvede all'iscrizione, indicando la data a partire dalla quale decorrono i termini delle indagini. Resta salva la facoltà di proporre la richiesta di cui all'articolo 335-quater."
c.p.p.,Art. 335-quater,1.,"1. La persona sottoposta alle indagini può chiedere al giudice di accertare la tempestività dell'iscrizione nel registro di cui all'articolo 335 della notizia di reato che la riguarda e del suo nome, con richiesta di retrodatazione che indichi, a pena di inammissibilità, le ragioni che la sorreggono e gli atti del procedimento dai quali è desunto il ritardo."
c.p.p.,Art. 335-quater,2.,2. La retrodatazione è disposta dal giudice quando il ritardo è inequivocabile e non è giustificato.
c.p.p.,Art. 335-quater,3.,"3. La richiesta di retrodatazione deve essere proposta, a pena di inammissibilità, entro venti giorni da quello in cui la persona sottoposta alle indagini ha avuto facoltà di prendere conoscenza degli atti che dimostrano il ritardo nell'iscrizione. Ulteriori richieste sono ammissibili soltanto se proposte nello stesso termine e fondate su atti diversi, in precedenza non conoscibili."
c.p.p.,Art. 335-quater,4.,"4. Salvo quanto disposto dal comma 5, la richiesta è proposta al giudice che procede o, nel corso delle indagini preliminari, al giudice per le indagini preliminari."
c.p.p.,Art. 335-quater,5.,"5. Durante le indagini preliminari, quando il giudice deve adottare una decisione con l'intervento del pubblico ministero e della persona sottoposta alle indagini e la retrodatazione è rilevante ai fini della decisione, la richiesta può anche essere presentata nell'ambito del relativo procedimento e trattata e decisa nelle forme di questo."
c.p.p.,Art. 335-quater,6.,"6. Salvo che sia proposta in udienza oppure ai sensi del comma 5, la richiesta è depositata presso la cancelleria del giudice, con la prova dell'avvenuta notificazione al pubblico ministero. Il pubblico ministero, entro sette giorni, può depositare memorie e il difensore del richiedente può prenderne visione ed estrarne copia. Entrambe le parti hanno facoltà di depositare ulteriori memorie entro i sette giorni successivi. Decorso tale ultimo termine, il giudice, se ritiene che non sia necessario un contraddittorio orale, provvede sulla richiesta; altrimenti, fissa la data dell'udienza in camera di consiglio, dandone avviso al pubblico ministero e al difensore del richiedente. All'udienza, il pubblico ministero e il difensore sono sentiti se compaiono. La decisione è adottata con ordinanza."
c.p.p.,Art. 335-quater,7.,"7. Nel corso dell'udienza preliminare o del giudizio, se non è proposta in udienza, la richiesta è depositata nella cancelleria del giudice e viene trattata e decisa in udienza."
c.p.p.,Art. 335-quater,8.,"8. In caso d'accoglimento della richiesta, il giudice indica la data nella quale deve intendersi iscritta la notizia di reato e il nome della persona alla quale il reato stesso è attribuito."
c.p.p.,Art. 335-quater,9.,"9. Fermo quanto disposto nel secondo periodo del comma 3, la parte la cui richiesta di retrodatazione è stata respinta ovvero, in caso di accoglimento della richiesta, il pubblico ministero e la parte civile possono, a pena di decadenza, chiedere che la questione sia nuovamente esaminata prima della conclusione dell'udienza preliminare o, se questa manca, entro il termine previsto dall'articolo 491, comma 1. Nel dibattimento preceduto da udienza preliminare, la domanda di nuovo esame della richiesta di retrodatazione può essere proposta solo se già avanzata nell'udienza preliminare."
c.p.p.,Art. 335-quater,10.,10. L'ordinanza del giudice dibattimentale può essere impugnata nei casi e nei modi previsti dai primi due commi dell'articolo 586. ((293))
c.p.p.,Art. 336,1.,"1. La querela è proposta mediante dichiarazione nella quale, personalmente o a mezzo di procuratore speciale, si manifesta la volontà che si proceda in ordine a un fatto previsto dalla legge come reato."
c.p.p.,Art. 337,1.,"1. La dichiarazione di querela è proposta, con le forme previste dall'articolo 333 comma 2, alle autorità alle quali può essere presentata denuncia ovvero a un agente consolare all'estero. Essa, con sottoscrizione autentica, può essere anche recapitata da un incaricato o spedita per posta in piego raccomandato."
c.p.p.,Art. 337,2.,"2. Quando la dichiarazione di querela è proposta oralmente, il verbale in cui essa è ricevuta è sottoscritto dal querelante o dal procuratore speciale."
c.p.p.,Art. 337,3.,"3. La dichiarazione di querela proposta dal legale rappresentante di una persona giuridica, di un ente o di una associazione deve contenere la indicazione specifica della fonte dei poteri di rappresentanza."
c.p.p.,Art. 337,4.,"4. L'autorità che riceve la querela provvede all'attestazione della data e del luogo della presentazione, all'identificazione della persona che la propone e alla trasmissione degli atti all'ufficio del pubblico ministero."
c.p.p.,Art. 338,1.,"1. Nel caso previsto dall'articolo 121 del codice penale, il termine per la presentazione della querela decorre dal giorno in cui è notificato al curatore speciale il provvedimento di nomina."
c.p.p.,Art. 338,2.,"2. Alla nomina provvede, con decreto motivato, il giudice per le indagini preliminari del luogo in cui si trova la persona offesa, su richiesta del pubblico ministero."
c.p.p.,Art. 338,3.,"3. La nomina può essere promossa anche dagli enti che hanno per scopo la cura, l'educazione, la custodia o l'assistenza dei minorenni."
c.p.p.,Art. 338,4.,4. Il curatore speciale ha facoltà di costituirsi parte civile nell'interesse della persona offesa.
c.p.p.,Art. 338,5.,"5. Se la necessità della nomina del curatore speciale sopravviene dopo la presentazione della querela, provvede il giudice per le indagini preliminari o il giudice che procede."
c.p.p.,Art. 339,1.,"1. La rinuncia espressa alla querela è fatta personalmente o a mezzo di procuratore speciale, con dichiarazione sottoscritta, rilasciata all'interessato o a un suo rappresentante. La dichiarazione può anche essere fatta oralmente a un ufficiale di polizia giudiziaria o a un notaio, i quali, accertata l'identità del rinunciante, redigono verbale. Questo non produce effetti se non è sottoscritto dal dichiarante."
c.p.p.,Art. 339,2.,2. La rinuncia sottoposta a termini o a condizioni non produce effetti.
c.p.p.,Art. 339,3.,3. Con la stessa dichiarazione può essere fatta rinuncia anche all'azione civile per le restituzioni e per il risarcimento del danno.
c.p.p.,Art. 340,1.,"1. La remissione della querela è fatta e accettata personalmente o a mezzo di procuratore speciale, con dichiarazione ricevuta dall'autorità procedente o da un ufficiale di polizia giudiziaria che deve trasmetterla immediatamente alla predetta autorità."
c.p.p.,Art. 340,2.,2. La dichiarazione di remissione e quella di accettazione sono fatte con le forme previste per la rinuncia espressa alla querela.
c.p.p.,Art. 340,3.,3. Il curatore speciale previsto dall'articolo 155 comma 4 del codice penale è nominato a norma dell'articolo 338.
c.p.p.,Art. 340,4.,"4. Le spese del procedimento sono a carico del querelato, salvo che nell'atto di remissione sia stato diversamente convenuto"
