Domanda,Risposta 1,Risposta 2,Risposta 3
Tra le seguenti quale affermazione è la corretta:,l'evento di reato è conseguenza dell'azione o omissione.,l'evento di reato costituisce un inadempimento contrattuale. Cui segue l'obbligo di risarcimento del danno.,l'evento di reato rappresenta l'oggetto materiale con cui il soggetto attivo commette il reato.
Il reato di furto si consuma nel momento:,dell'impossessamento del bene altrui mediante sottrazione.,in cui inizia la detenzione della cosa da parte del reo.,della realizzazione del profitto.
"Ai sensi dell'art. 98 c.p.p., può accedere all’istituto del gratuito patrocinio dello Stato:","l'imputato, la persona offesa dal reato, il danneggiato che intende costituirsi parte civile e il responsabile civile",solo il responsabile civile,solo l'imputato  
Nella calunnia l'agente deve essere a conoscenza della innocenza della persona offesa alla quale attribuisce il reato?,"Si, la conoscenza dell'innocenza costituisce un elemento essenziale della fattispecie.","No, è sufficiente il dubbio circa l'innocenza.","Si, ma solo per i delitti più gravi."
La violenza nel furto con strappo si esercita:,sull'oggetto.,né sull'oggetto né sulla persona.,indifferentemente sull'oggetto o sulla persona.
"Per i minori degli anni quattordici, il diritto di remissione della querela può essere esercitato:",dal loro legale rappresentante.,"anche dal tutore, solo se la querela sia stata da questo proposta.","dal minore, se questi la abbia proposta."
L’art. 154 c.p.p. dispone che qualora risulti dagli atti notizia precisa del luogo di residenza o di dimora all'estero della persona offesa:,"quest’ultima è invitata, mediante raccomandata con avviso di ricevimento, a dichiarare o eleggere domicilio nel territorio dello Stato","l'Autorità Giudiziaria incarica il Console del distretto consolare ove la notifica deve essere effettuata, di consegnare copia dell'atto al destinatario","essa sia invitata, mediante comunicazione della Polizia Giudiziaria, previa autorizzazione dell'Autorità Giudiziaria, a dichiarare o eleggere domicilio nel territorio dello Stato"
"Sotto la denominazione di pene pecuniarie, la legge comprende, tra le altre:",l'ammenda.,la sospensione dall'esercizio di una professione.,la semidetenzione.
Il Pubblico Ufficiale che ecceda colposamente i limiti imposti dall'uso legittimo delle armi:,"se il fatto è previsto dalla legge come delitto colposo, ne risponde a titolo di colpa.","risponde del fatto a titolo di dolo, ma la pena è ridotta.",ne risponde in ogni caso a titolo di colpa.
L'incapacità a contrattare con la P.A. è:,una pena accessoria,una misura di sicurezza.,una sanzione sostitutiva delle pene detentive brevi.
Si configura omicidio preterintenzionale quando:,la morte è conseguenza non voluta di atti diretti a percuotere o a ledere.,la morte è conseguenza non voluta di qualsiasi delitto che non riguarda la persona.,la morte è conseguenza non voluta di una lesione gravissima dolosa.
I primi tre articoli del Codice Penale stabiliscono i principi:,"di legalità, irretroattività e di obbligatorietà della legge penale.","di statualità, obbligatorietà e territorialità della legge penale.",di legalità e di statualità della legge penale e della responsabilità personale.
Non è punibile chi esegue l'ordine illegittimo:,quando la legge non gli consente alcun sindacato sulla legittimità dell'ordine.,quando l'ordine gli è trasmesso per iscritto.,quando l'Autorità ordinante gli vieta di sindacare la legittimità dell'ordine.
"Nel giudizio dinnanzi al Giudice di Pace, la Polizia Giudiziaria può formulare richiesta di citazione contestuale per l'udienza?","Sì, quando ricorrono gravi e comprovate ragioni d'urgenza","Sì, sempre","No, mai"
"In base al principio di legalità, sancito dalla legge 689/1981:  ",nessuno può essere assoggettato a sanzioni amministrative se non in forza di una legge che sia entrata in vigore prima della commissione della violazione.,nessuno può essere assoggettato a sanzioni amministrative se non in forza di un provvedimento adottato da un organo amministrativo dello Stato o da un ente pubblico territoriale.,nessuno può essere assoggettato a sanzioni amministrative se non in forza di una legge che sia entrata in vigore dopo la commissione della violazione.
Il tribunale del riesame ex art. 309 c.p.p. deve depositare l’ordinanza in cancelleria:,Entro trenta giorni dalla decisione salvi i casi in cui la stesura della motivazione sia particolarmente complessa,Entro dieci giorni dalla decisione salvi i casi in cui la stesura della motivazione sia particolarmente complessa,Entro quindici giorni dalla ricezione degli atti
"Allorquando il fatto sia stato commesso per caso fortuito, il soggetto agente:",non è punibile.,"è punibile, ma la pena è ridotta.","è punibile, se è capace di intendere e di volere."
Ai sensi dell'art. 5 del c.p. e della giurisprudenza costituzionale è corretto affermare che:,"l'ignoranza della legge penale non scusa, tranne che si tratti di ignoranza inevitabile.",l'ignoranza della legge penale non può in alcun caso escludere la responsabilità.,l'ignoranza scusa nei delitti ma non nelle contravvenzioni.
L'oblazione è:,Una causa di estinzione del reato.,Una sanzione amministrativa.,Una causa d'estinzione della pena.
Il delitto di lesione personale è punibile a querela:,se cagiona una malattia della durata non superiore ai 20 giorni.,se cagiona una malattia della durata non superiore ai 40 giorni.,se provoca soltanto una sensazione dolorosa.
Chi uccide volontariamente il proprio avversario in occasione di una rissa:,risponde di omicidio doloso.,risponde di omicidio preterintenzionale.,risponde della morte come conseguenza di altro delitto.
Lo stato di necessità ricorre quando vi è:,un pericolo attuale di un danno grave alla propria o altrui persona.,un pericolo attuale di un danno grave al proprio patrimonio o a quello di un congiunto.,un pericolo di offesa per un diritto proprio o altrui.
"L'art. 25 della Costituzione disponendo che nessuno può essere sottoposto a misure di sicurezza se non nei casi previsti dalla legge sancisce uno dei principi fondamentali in materia penale, cosiddetto:",principio di legalità.,principio della funzione rieducativa della pena.,principio di offensività.
La libertà controllata:,è una sanzione sostitutiva delle pene detentive brevi.,è pena principale sia per i delitti che per le contravvenzioni.,deriva sempre automaticamente dalla condanna.
Se un tizio acquista un oggetto che il venditore dichiara essere di contrabbando risponde di:,ricettazione.,concorso in contrabbando.,"non risponde, il reato è già stato consumato."
"Fino a che non sia dichiarato aperto il dibattimento di primo grado, il giudice, qualora accerti che non esistono i requisiti per la citazione o per l'intervento del responsabile civile, ne dispone l'esclusione:","d’ufficio, con ordinanza","su istanza di parte, con sentenza","su istanza di parte, con ordinanza  "
"In quale caso le cause sopravvenute rispetto all'azione od omissione anche se consistenti nel fatto illecito altrui, escludono il nesso di causalità(art. 41 co. 2 c.p.)?",quando sono state da sole sufficienti a determinare l'evento.,quando hanno aggravato i danni cagionati dall'evento.,quando hanno agevolato la produzione dell'evento.
In caso di proscioglimento per vizio di mente sono applicabili:,le misure di sicurezza.,le pene pecuniarie.,nulla.
Chiunque commette un reato nel territorio dello Stato è punito:,secondo la legge italiana.,secondo la legge più sfavorevole fra quella italiana e quella dello Stato di cui è cittadino.,secondo la legge dello Stato di cui è cittadino.
Le autorizzazioni di polizia:,"sono personali e non possono in alcun modo essere trasmesse né dar luogo a rapporti di rappresentanza, salvi i casi espressamente previsti dalla legge.","sono personali e possono essere trasmesse, ma non dar luogo a rapporti di rappresentanza.","sono personali, ma possono essere trasmesse e dar luogo a rapporti di rappresentanza nell'ambito della famiglia."
Secondo l’art. 593 c.p.p. non può essere proposto appello contro le sentenze di condanna per le quali è stata applicata la pena:,della sola ammenda,della multa,della reclusione per un tempo inferiore a due mesi
L'errore su una legge diversa dalla legge penale esclude la punibilità:,quando ha cagionato un errore sul fatto che costituisce reato.,solo se incolpevole.,solo quando sia stato inevitabile.
"Agli effetti della legge penale, sono persone che esercitano un servizio di pubblica necessità, tra l'altro:",i privati che esercitano professioni forensi.,"tutti i privati che esercitano professioni il cui esercizio sia per legge vietato senza una speciale abilitazione dello Stato, anche se dell'opera di essi il pubblico non è obbligato a valersi.","i privati che, non esercitando una pubblica funzione, né prestando un pubblico servizio, adempiono un servizio dichiarato di pubblica necessità con legge della Repubblica."
La vicenda costitutiva del rapporto di esecuzione di misure di sicurezza discende da fattispecie il cui atto giuridico terminale presenta diverso contenuto. Essa può derivare da provvedimento del magistrato di sorveglianza su richiesta del P.M.?,"Si, essa può anche derivare da provvedimento del magistrato di sorveglianza su richiesta del P.M. ovvero d'ufficio quando sussistono determinate condizioni di legge.","No, può derivare solo da sentenza di condanna del giudice.","No, essa può derivare solo da sentenza di proscioglimento ovvero di condanna del giudice."
In quali casi alla condanna consegue la decadenza dalla potestà dei genitori?,I casi sono determinati dalla legge.,I casi sono determinati dal tribunale ordinario in base a richiesta del pubblico ministero.,I casi sono determinati dal tribunale per i minorenni in base alla sentenza di condanna.
Il cancelliere che si appropria delle somme ricevute per la registrazione di una sentenza commette il reato di:,peculato.,corruzione in atti giudiziari.,furto.
"In quale dei seguenti casi la Corte di cassazione dichiara, senza ritardo, inammissibile la dichiarazione di ricusazione di un giudice?  ","Quando, tra l’altro, la dichiarazione di ricusazione è stata proposta da chi non ne aveva il diritto o senza l'osservanza dei termini o delle forme previste dalla legge e la corte decide con ordinanza avverso la quale è proponibile ricorso per cassazione",Soltanto quando è stata proposta da chi non ne aveva il diritto o quando i motivi addotti sono manifestamente infondati e la Corte decide con ordinanza ricorribile in Cassazione,"Quando, tra l'altro, è stata proposta da chi non ne aveva il diritto o senza l'osservanza dei termini o delle forme previste dalla legge, e la Corte decide con ordinanza non ricorribile in Cassazione"
"Nel concorso di più persone nel reato, la rinuncia al diritto di querela da parte di colui al quale ne spetta l'esercizio, manifestata nei confronti di uno solo dei concorrenti, si estende anche agli altri?",Sì.,"Sì, purché si tratti di reato a concorso necessario.",No dipende dal tipo di reato.
Nel caso di violenza sessuale di gruppo la pena è diminuita per il partecipante:,se la sua opera ha avuto la minima importanza nella preparazione o nell'esecuzione del reato.,se il fatto è stato commesso nei confronti di persona maggiorenne.,se ignora l'età della persona offesa.
"Il termine della prescrizione decorre, nei reati punibili a querela:",dal giorno in cui è commesso il reato.,dal giorno di presentazione della querela.,dal giorno in cui sono scaduti i termini per la presentazione della querela.
"Il pubblico ufficiale che, per compiere un atto del suo ufficio, riceve, per sé o per un terzo, in denaro, una retribuzione che non gli è dovuta, commette il delitto di:",corruzione per un atto di ufficio.,malversazione.,occultamento di denaro.
Le contravvenzioni sono imputate:,con il minimo della colpa.,oggettivamente.,a titolo di dolo anche eventuale.
"Quando l'autore della condotta criminosa si rappresenta e desidera un evento (art. 43 c.p.), ma agisce anche a costo di produrne uno diverso, agisce con:","dolo, nella specie del dolo eventuale.",colpa.,colpa grave.
Può la misura di sicurezza essere inflitta in alternativa alla pena?,"Sì, al soggetto imputabile e pericoloso.","Sì, al soggetto non imputabile ma pericoloso.","No, in nessun caso."
Sono giuridicamente ammissibili le contravvenzioni colpose?,Sì.,Solo se la legge lo prevede espressamente.,Le contravvenzioni sono solo colpose.
Il Presidente della Repubblica gode di un'immunità:,relativa.,incondizionata ed assoluta.,processuale.
Il delitto è doloso se è:,secondo l'intenzione.,privo d'intenzione.,contro l'intenzione od oltre l'intenzione.
Perché la pena della multa si estingua occorrono:,10 anni.,5 anni.,3 anni.  
Oggetto del peculato d'uso:,possono essere solo cose mobili di specie.,può essere solo il denaro.,possono essere anche beni immobili.
"Chi, al fine di procurare a sé o ad altri un profitto, acquista un quadro che sa essere stato rubato, commette il reato di:",ricettazione ex art. 648 c.p.,riciclaggio ex art. 648 bis c.p.,incauto acquisto ex art. 712 c.p.
Le pene accessorie si applicano:,sia ai delitti che alle contravvenzioni.,solo ai delitti.,solo ai delitti aggravati dall'evento.
Le pene comprese sotto la denominazione ''pene detentive o ''restrittive della libertà personale sono:,"L'ergastolo, la reclusione e l'arresto.",La detenzione domiciliare.,Il soggiorno obbligato e l'obbligo di soggiorno.
Non si applica alle misure di sicurezza:,il principio di irretroattività.,il principio di determinatezza.,il principio di riserva di legge.
"Nel caso di reato erroneamente supposto, se concorrono nel fatto gli elementi costitutivi di un reato diverso, si applica la pena stabilita per il reato:",effettivamente commesso.,meno grave tra quello commesso e quello voluto.,più grave tra quello commesso e quello voluto.
"Nella legittima difesa, quali caratteristiche deve avere il pericolo, ai sensi dell'art.52 del codice penale?",Deve essere attuale.,Deve essere attuale e deve essere stato causato volontariamente dall'agente.,Può essere futuro o passato.
Quale pena accessoria consegue alla condanna per delitti commessi con abuso di un'industria?,L'interdizione temporanea dall'industria.,L'interdizione perpetua dall'industria.,Nessuna pena accessoria se non in casi particolari.
Il tentativo non è punibile (art. 56 co. 1 c.p.):,nelle contravvenzioni.,nel delitto di mera condotta.,nel delitto consumato.
La sospensione dall'esercizio di una professione consegue anche ad ogni condanna:,"per contravvenzione, commessa con abuso della professione, quando la pena inflitta non sia inferiore a un anno di arresto.","per contravvenzione, commessa con abuso della professione, quando la pena inflitta non sia inferiore a due anni di arresto.","per contravvenzione, commessa con abuso della professione, quando la condanna non sia inferiore a tre mesi di arresto."
Le circostanze comuni sono:,"Quelle applicabili, in linea generale, a tutti i reati previsti dal codice penale.",Quelle non applicabili ai soli pubblici ufficiali.,Quelle comuni a tutti i cittadini.
"Uno dei caratteri fondamentali dell'attuale sistema penale italiano è certamente la sussidiarietà, nel senso che:  ","il ricorso al diritto penale, in considerazione del carattere afflittivo delle sue sanzioni, deve costituire l'extrema ratio, cioè essere limitato alle sole ipotesi in cui il ricorso a sanzioni di altra natura appaia inadeguato a dissuadere i consociati dall'offendere determinati beni o interessi.","l'intervento del diritto penale non è limitato soltanto alla sfera degli interessi di maggiore importanza per la collettività, ma anche alla repressione di offese di infima gravità.","si tratta di complesso di norme originario e completo, dotate di proprie regole e propri principi."
"Agli effetti della legge penale, sono incaricati di un pubblico servizio coloro i quali:","a qualunque titolo, prestano un pubblico servizio.",esercitano una pubblica funzione giudiziaria o amministrativa.,esercitano una pubblica funzione legislativa.
La durata di una pena accessoria temporanea quando la legge non la stabilisce espressamente deve essere:,"uguale a quella della pena principale inflitta, ma essa non deve oltrepassare il limite minimo e quello massimo stabiliti dalla legge per la pena accessoria.",stabilita dal giudice discrezionalmente entro i limiti minimo e massimo previsti dalla legge.,uguale al massimo stabilito dalla legge per la pena accessoria.
Quale causa di esclusione del reato può invocare l'automobilista che investe un pedone nel tentativo di evitare un camion?,Stato di necessità.,Forza maggiore.,Legittima difesa.
"In materia penale, cosa si intende per circostanza del reato?",Elemento accidentale che incide sulla pena ma non sull'esistenza e sulla natura del reato.,Elemento essenziale ai fini della sussistenza della responsabilità penale dell'autore.,Elemento essenziale ai fini dell'esistenza del reato senza il quale esso non esiste.
"Classificando i reati in base alla struttura e al tipo di condotta previsto dalla singola norma incriminatrice, i reati che possono essere commessi soltanto mediante un'azione sono:",reati di azione o commissivi.,reati a condotta mista.,sempre reati plurisussistenti.
Indicare quale tra le seguenti affermazioni afferenti l'assegnazione a una colonia agricola o ad una casa di lavoro è corretta:,essa mira alla rieducazione e al reinserimento sociale del condannato attraverso un'attività lavorativa.,è un provvedimento contemplato fra le misure di sicurezza ed è applicato solo nei confronti di delinquenti professionali.,"sono assegnati a tale misura solo coloro che, essendo già stati dichiarati delinquenti abituali, professionali o per tendenza, e non essendo più sottoposti a misure di sicurezza, commettono un nuovo delitto, non colposo, che costituisca una nuova manifestazione della abitualità, professionalità o tendenza a delinquere."
La riabilitazione:,"estingue le pene accessorie ed ogni altro effetto penale della condanna, salvo diversa disposizione.",estingue solo le contravvenzioni.,estingue il reato e di conseguenza le pene.
"Se taluno mette altri nello stato d'incapacità d'intendere o di volere, al fine di fargli commettere un reato, di questo ne risponde:",chi ha cagionato lo stato d'incapacità.,chi ha commesso il fatto.,entrambi.
Agli effetti della legge penale sono considerati ''cittadini italiani'' gli appartenenti per origine ai luoghi soggetti alla sovranità dello Stato italiano?,Sì.,No.,"Sì, solo se hanno commesso delitti."
Quale conseguenza comporta una circostanza aggravante comune?,L'aumento fino a un terzo della pena prevista per il reato commesso.,L'aumento superiore a un terzo della pena prevista per il reato commesso.,Un aumento della pena stabilito dal giudice e l'applicazione di una o più pene accessorie.  
La durata minima dell'assegnazione a colonia agricola o a casa di lavoro è di un anno; tuttavia essa per i delinquenti professionali è di:,tre anni.,due anni.,diciotto mesi.
La richiesta di riesame contro il decreto di sequestro preventivo è presentata:,nella cancelleria del Tribunale del capoluogo della Provincia nella quale ha sede l'ufficio che ha emesso il provvedimento,presso il Tribunale del riesame del luogo nel quale ha sede la Corte d'appello nella cui circoscrizione è compreso l'ufficio del giudice che ha emesso il decreto,presso il Tribunale distrettuale competente
La remissione di querela può essere sottoposta a termini o a condizioni?,No.,"Si, con il consenso del querelante, del querelato e del Pubblico Ministero.",Si.
"In base al soggetto passivo, i reati si distinguono in reati plurioffensivi, reati vaganti e reati senza vittime. I reati plurioffensivi sono:","quei reati che ledono o pongono in pericolo non un solo bene, ma più beni diversi con conseguente pluralità di soggetti passivi.",quei reati nei quali non è facile individuare un bene giuridico afferrabile.,quei reati che offendono un numero indeterminato di individui.
La rissa si consuma:,con la semplice partecipazione alla rissa.,con la lesione personale di almeno uno dei corrissanti.,con la morte di almeno uno dei corrissanti.
"Ai sensi dell'art. 114 del codice penale, nel caso di concorso di persone nel reato, il giudice può diminuire la pena?","Si, qualora ritenga che l'opera prestata da taluna delle persone che sono concorse nel reato abbia avuto minima importanza nella preparazione o esecuzione del reato.","Si, ma solo per colui che è stato indotto alla partecipazione per timore reverentialis.","Si, a suo insindacabile giudizio."
"Non si applica il principio del favor rei (art. 2, comma 4, c.p.):",Se si tratta di leggi eccezionali o temporanee.,"Se si tratta di leggi temporanee, ma non nel caso di leggi eccezionali.",Esclusivamente se si tratta di leggi eccezionali.
"Tizio che, sorpreso dalle forze dell'ordine nell'atto di rubare, lascia la refurtiva e scappa, risponde di:",furto tentato.,desistenza.,recesso attivo.
L'art. 650 c.p. è comunemente considerato:,una norma penale in bianco.,una norma perfetta.,un delitto.
"Per i minori degli anni 14, il diritto di querela è esercitato:",dal genitore o dal tutore.,dal minore stesso o dal genitore o dal tutore.,"dal genitore, dal tutore o, solo riguardo a reati in materia sessuale, dal minore stesso."
"In riferimento ai delitti colposi, quale delle seguenti affermazioni è corretta?",L'evento non è mai attribuibile al volere del soggetto.,L'evento è sempre più grave di quello voluto dall'agente.,Sia la condotta che l'evento non sono mai attribuibili al volere dell'agente.
"Perché si abbia tentativo (art. 56 c.p.), in presenza di tutti gli altri elementi essenziali del reato, occorre:  ",che non si sia compiuta l'azione o non si sia verificato l'evento.,che non si sia verificato un danno.,che non vi sia una causa di giustificazione.
Non è punibile chi ha commesso il fatto per legittima difesa:,sempre che la difesa sia proporzionata all'offesa.,sempre che la difesa sia attuata con gli stessi strumenti dell'offesa.,sempre che la difesa abbia natura simile all'offesa.
"Nel concorso di più persone nel reato, la rinuncia al diritto di querela da parte di colui al quale ne spetta l'esercizio, si estende a tutti i concorrenti?",Sì.,No.,"Sì, purché si tratti di rinuncia formulata per iscritto."
Il delitto di violenza a Pubblico Ufficiale è compreso nei delitti:,dei privati contro la Pubblica Amministrazione.,contro l'ordine pubblico.,contro la persona.
"Se l'evento del delitto, non voluto dall'agente, si verifica a causa di negligenza:",il delitto è colposo.,il delitto è punito a titolo di responsabilità oggettiva.,il delitto è doloso.
La forma tipica della volontà colpevole è:,Il dolo.,La colpa.,La preterintenzione.
In materia di leggi penali che prevedano nuove incriminazioni il primo comma dell'art. 2 c.p. sancisce il principio della:,irretroattività della legge penale.,applicazione analogica della legge penale.,retroattività della legge penale.
Sono destinatari dell'obbligo di impedire l'evento:,chi riveste una particolare posizione di garanzia.,tutti.,nessuno.
"Se la pena stabilita dalla legge per il delitto consumato è l'ergastolo, il colpevole di delitto tentato è punito:",con la reclusione non inferiore a dodici anni.,con la reclusione fino a trenta anni.,con la reclusione non inferiore a cinque anni.
La norma che prevede un fatto come reato:,deve essere contenuta nella legge.,deve essere contenuta in un regolamento.,deve essere contenuta in una delibera della Giunta regionale o in una legge regionale.
In quale caso il sordomuto non è imputabile?,"Se nel momento in cui ha commesso il reato non aveva, per causa della sua infermità, la capacità di intendere o di volere.",Sempre; lo stato di sordomutismo esclude sempre l'imputabilità.,Se nel momento in cui ha commesso il reato aveva una capacità di intendere e di volere grandemente scemata.
Il diritto di querela può esercitarsi decorsi tre mesi dal giorno della notizia del fatto che costituisce il reato?,"No, salvo che la legge disponga altrimenti.","No, in nessun caso.","Sì, purché la notizia del fatto sia pervenuta ad oltre un anno dall'evento."
Il riesame delle misure cautelari personali deve essere corredato di motivi?  ,No,"Si, ma solo sulla gravità indiziaria",Si a pena di inammissibilità
"Allorquando una persona, usando violenza sulla cosa, se ne impossessa, risponde:",di furto con strappo.,di ricettazione.,di rapina.
Il delitto di resistenza a Pubblico Ufficiale è ipotizzabile anche nei confronti dell'incaricato di pubblico servizio?,Si.,No.,"Si, ma la pena in questo caso è ridotta di 1/3."
Non è punibile chi pone in pericolo un diritto:,con il consenso della persona che può validamente disporne.,con la successiva ratifica della persona che può validamente disporne.,senza l'esplicita opposizione della persona che può validamente disporne.
La pubblicazione della sentenza segue:,Alla condanna all'ergastolo.,Alla condanna per delitto doloso.,Alla condanna per delitto contro la fede pubblica.
"Il parente che, per pietà, uccide un malato terminale col consenso di lui:",risponde di omicidio del consenziente.,realizza un omicidio ma può essere scusato.,risponde di omicidio con l'attenuante dei motivi di particolare valore morale o sociale.
Alla rinnovazione dell'istruzione dibattimentale disposta dal Giudice in sede di appello si procede:,"immediatamente; in caso d'impossibilità, il dibattimento è sospeso per un termine non superiore a dieci giorni","immediatamente; in caso d'impossibilità, il dibattimento è sospeso per un termine non superiore a trenta giorni",dopo il decorso di un termine non inferiore a dieci giorni e nel frattempo il dibattimento è sospeso
Gli stati emotivi e passionali:,non escludono l'imputabilità.,escludono il dolo.,escludono la causalità interrompendo il processo volitivo.
I reati in base alla diversa specie delle pene per essi stabilite si distinguono in:,In delitti e contravvenzioni.,In reati puniti con pena detentiva e reati puniti con pena pecuniaria.,"In reati comuni, reati politici e reati che creano allarme sociale."
"Se l'agente ritiene, per errore determinato da colpa, che esistano circostanze di esclusione della pena:","la punibilità non è esclusa, se il fatto è preveduto dalla legge come delitto colposo.",la punibilità è sempre esclusa.,"la punibilità non è esclusa, ma la pena è ridotta di un terzo."
Un'importante sentenza della Corte costituzionale (364/1988)ha stabilito che l'ignoranza della legge penale:,scusa solo se inevitabile.,scusa solo se provocata da altri.,scusa solo se imprevedibile.
Nell'ambito dell'art. 56 c.p. il pentimento operoso:,esige sempre una nuova attività da parte del reo.,comporta la totale impunità del reo.,può essere involontario ed interpretabile da comportamenti concludenti.
La sospensione condizionale della pena può estinguere il reato?,"Sì, se il periodo di prova si conclude positivamente.","Sì, ma solo per le contravvenzioni.","No, la sospensione condizionale della pena, estingue solo la pena.  "
"Quando ritiene l'inosservanza delle disposizioni sull'attribuzione dei reati alla cognizione del tribunale collegiale o monocratico, il giudice di appello:","pronuncia sentenza di annullamento e ordina la trasmissione degli atti al giudice di primo grado, purché l’inosservanza sia stata tempestivamente eccepita e l’eccezione riproposta nei motivi di impugnazione","in ogni caso, pronuncia sentenza di annullamento e ordina la trasmissione degli atti al giudice di primo grado",si limita sempre ad ordinare la trasmissione degli atti al giudice di primo grado
"Ai sensi dell'art. 90 del codice penale, gli stati emotivi o passionali escludono l'imputabilità?","No, non escludono né diminuiscono l'imputabilità.","No, anzi comportano un aumento di pena fino al doppio.","No, diminuiscono l'imputabilità ."
"Quale tra le seguenti affermazioni, relative al concetto di colpevolezza nel diritto penale, non è corretta:",per l'imputazione del fatto personale al suo autore non devono ricorrere cause di esclusione della colpevolezza che determinino una divergenza tra voluto e realizzato; tale divergenza non può dipendere da una errata rappresentazione della realtà.,"per l'imputazione del fatto personale al suo autore, il soggetto deve essere in grado di agire in base ad impulsi consapevoli e quindi non essere affetto da malattie o deviazioni della personalità che alterino il processo motivazionale coartando la sua volontà.","l'azione, per imputare il fatto al suo autore, deve potersi considerare come azione o fatto proprio dell'agente e non il prodotto delle forze cieche della natura."
L'ignoranza della legge penale vale a scusare la commissione delle contravvenzioni:,se è inevitabile.,se l'autore è analfabeta.,se l'autore è straniero e non abbia avuto consapevolezza.
"La violazione di norme processuale stabilite a pena di nullità, inutilizzabilità, inammissibilità e decadenza:",Costituisce motivo di ricorso per cassazione,Provoca la nullità della sentenza,Costituisce motivo di revisione
Se è stato notificato il decreto di giudizio immediato fino a quando l'imputato può formulare la richiesta di applicazione della pena ai sensi dell'art. 444 c.p.p.?,Entro quindici giorni dalla notificazione del decreto depositando la richiesta nella cancelleria del giudice per le indagini preliminari con la prova della avvenuta notifica al Pubblico Ministero,Entro venti giorni dalla notificazione del decreto depositando la richiesta nella cancelleria del giudice per le indagini preliminari con la prova della avvenuta notifica al Pubblico Ministero,Entro venti giorni dalla notificazione del decreto depositando la richiesta nella cancelleria del dibattimento con la prova della avvenuta notifica al Pubblico Ministero
Quando si consuma un furto commesso nel supermercato?,Solo nel momento del passaggio per la cassa con la merce occultata.,Appena il cliente preleva la merce dai banchi di vendita e la occulta.,Quando il cliente sosta davanti alla cassa con la merce occultata sulla propria persona.
"La pubblicazione, anche parziale, degli atti relativi alla intercettazione di conversazioni o comunicazioni telefoniche, o del flusso di comunicazioni informatiche o telematiche, se non più coperti dal segreto:",è vietata fino alla conclusione delle indagini preliminari ovvero fino al termine dell'udienza preliminare,non è mai vietata,è sempre vietata
Agli effetti dell’applicazione delle misure cautelari si ha riguardo:,alla pena stabilita dalla legge per ciascun reato consumato o tentato,Alla gravità delle esigenze cautelari,alla pena stabilita dalla legge per ciascun reato consumato
Il medico che omette di curare il paziente lasciandolo morire:,risponde di omicidio per omissione.,risponde di abbandono di persona incapace.,risponde soltanto di omissione di soccorso.
È compreso tra i delitti propri dei Pubblici Ufficiali contro la pubblica amministrazione:  ,corruzione in atti giudiziari.,millantato credito.,subornazione.
"Il fatto che secondo una legge posteriore al tempo della sua commissione non costituisce più reato, è punibile?","No, salvo il caso in cui sia previsto da leggi eccezionali o temporanee.","Sì, se si tratta di delitto.","No, in nessun caso."
"Ai sensi della legge 689/1981, nelle violazioni cui è applicabile una sanzione amministrativa, ciascuno è responsabile:","della propria azione od omissione, cosciente e volontaria, sia essa dolosa o colposa.","della propria azione od omissione, cosciente e volontaria, compiuta esclusivamente con colpa grave o cosciente.","della propria azione od omissione, cosciente e volontaria, compiuta esclusivamente con colpa."
Il Pubblico Ufficiale che procede ad un arresto abusando dei poteri inerenti alle sue funzioni risponde del delitto di:,arresto illegale.,indebita limitazione della libertà personale.,sequestro di persona aggravato.
Se il giudice ritiene che un minore degli anni diciotto sia capace di intendere e di volere:,la pena è diminuita.,la pena è quella edittale.,è comunque esclusa la punibilità perché minore.
Cosa prevede la legge n. 689/1981 per l'ipotesi in cui più persone concorrano in una violazione amministrativa?,"Ciascuna di esse soggiace alla sanzione per questa disposta, salvo che sia diversamente stabilito dalla legge.","Ciascuna di esse soggiace alla sanzione per questa disposta, maggiorata di un terzo.",La sanzione è ripartita tra tutte le persone che hanno concorso nella violazione.
Il soggetto passivo del reato è:,il titolare dell'interesse protetto dalla norma penale.,il danneggiato dal reato.,colui il quale non prende parte alla condotta.
Quando l'evento dannoso è impossibile per l'inidoneità dell'azione:,é esclusa la punibilità.,é esclusa l'imputabilità.,non è esclusa la punibilità.
La circostanza del reato comporta:,una modificazione quantitativa o qualitativa della pena edittale.,soltanto una modificazione qualitativa della pena edittale.,soltanto una modificazione quantitativa della pena edittale.
Nelle contravvenzioni ciascuno risponde della propria azione od omissione:,"se cosciente e volontaria, sia essa dolosa o colposa.","se cosciente e volontaria, ma soltanto se dolosa.",anche se non cosciente e volontaria.
Tra i seguenti reati qual è di pura condotta?,Il rifiuto di atti di ufficio.,Le lesioni personali.,La truffa.
"Secondo il principio di legalità, fonte del diritto penale possono essere:",atti normativi primari.  ,atti amministrativi.,atti normativi secondari.
Il fenomeno in base al quale il trascorrere di un periodo di tempo comporta l'estinzione del reato viene denominato:,prescrizione.,decorrenza.,perenzione.
"Se Sempronio, allo scopo di ucciderlo, spara mortalmente Tizio, agisce:",con dolo.,oltre l'intenzione.,con colpa specifica.
Agisce in stato di necessità chi commette il fatto per salvare altri da un pericolo attuale di un danno grave alla persona:,"da lui non volontariamente causato, né altrimenti evitabile.",solo se causato da terzi.,solo se prevedibile.
